date,cat_education
2008m1,.3839006
2008m2,.4368352
2008m3,.3891818
2008m4,.2522868
2008m5,-.1629574
2008m6,-.6525865
2008m7,-.7280371
2008m8,-.2619469
2008m9,.6437657
2008m10,1.070574
2008m11,.8931957
2008m12,.6195855
2009m1,.7096153
2009m2,.9392471
2009m3,.8857148
2009m4,.5845301
2009m5,.0789154
2009m6,-.4003783
2009m7,-.5196788
2009m8,.0315822
2009m9,1.075047
2009m10,1.577579
2009m11,1.521706
2009m12,1.162823
2010m1,1.052806
2010m2,1.076777
2010m3,1.086082
2010m4,.8214685
2010m5,.2583833
2010m6,-.3548267
2010m7,-.6608218
2010m8,-.3010238
2010m9,.5135561
2010m10,.8987061
2010m11,.7529429
2010m12,.4402903
2011m1,.428703
2011m2,.5028647
2011m3,.4744805
2011m4,.2140111
2011m5,-.2563653
2011m6,-.8047462
2011m7,-1.06175
2011m8,-.6457295
2011m9,.2963638
2011m10,.742146
2011m11,.6421849
2011m12,.3763162
2012m1,.3642676
2012m2,.3909752
2012m3,.2805547
2012m4,-.0327594
2012m5,-.5283417
2012m6,-1.082907
2012m7,-1.235817
2012m8,-.7794873
2012m9,-.0231128
2012m10,.1361047
2012m11,-.2129722
2012m12,-.5238643
2013m1,-.3887486
2013m2,-.1405615
2013m3,-.0314622
2013m4,-.1562478
2013m5,-.6832341
2013m6,-1.392714
2013m7,-1.734964
2013m8,-1.369203
2013m9,-.5195345
2013m10,-.1122658
2013m11,-.2116728
2013m12,-.4363321
2014m1,-.3375317
2014m2,-.1691586
2014m3,-.150095
2014m4,-.3558127
2014m5,-.8352187
2014m6,-1.313554
2014m7,-1.443717
2014m8,-.9322374
2014m9,.0883207
2014m10,.5387973
2014m11,.3471357
2014m12,.0606046
2015m1,.1064423
2015m2,.2585138
2015m3,.1956806
2015m4,-.0843293
2015m5,-.6053477
2015m6,-1.209773
2015m7,-1.478096
2015m8,-.9697417
2015m9,.0682308
2015m10,.4906912
2015m11,.2899581
2015m12,.001283
2016m1,.058431
2016m2,.2396498
2016m3,.2527557
2016m4,.2890993
