region,date,politics_security
Auvergne,2013m1,-.0135260596871376
Auvergne,2013m2,-.5202691731974483
Auvergne,2013m3,-.4860155154019594
Auvergne,2013m4,-.5328005980700254
Auvergne,2013m5,-.3381100269034505
Auvergne,2013m6,-.2596624135039747
Auvergne,2013m7,-.8468927070498466
Auvergne,2013m8,-.2895723227411509
Auvergne,2013m9,-.2578983335406519
Auvergne,2013m10,.2062599745113403
Auvergne,2013m11,.6977586336433887
Auvergne,2013m12,-.1594649432227015
Auvergne,2014m1,-.0838790955021977
Auvergne,2014m2,.3311162628233433
Auvergne,2014m3,.1955395733239129
Auvergne,2014m4,-.3540586121380329
Auvergne,2014m5,-.1700461298460141
Auvergne,2014m6,-.6870834192959592
Auvergne,2014m7,-.8472139963632799
Auvergne,2014m8,-.5496774851344526
Auvergne,2014m9,-.2297877342207357
Auvergne,2014m10,-.1617556884884834
Auvergne,2014m11,.0598133923485875
Auvergne,2014m12,.0201558852568269
Auvergne,2015m1,.4498834041878581
Auvergne,2015m2,.3101509753614664
Auvergne,2015m3,.5464103035628796
Auvergne,2015m4,-.4264017232590049
Auvergne,2015m5,-.0626607136800885
Auvergne,2015m6,-.3838655590079725
Auvergne,2015m7,-.7911498127505183
Auvergne,2015m8,-.5390185201540589
Auvergne,2015m9,.0387916639447212
Auvergne,2015m10,-.0520912702195346
Auvergne,2015m11,1.264980103587732
Auvergne,2015m12,.992384310811758
Auvergne,2016m1,.3064704681746662
Auvergne,2016m2,-.1966089382767677
Auvergne,2016m3,.3712564967572689
Auvergne,2016m4,.2898828387260437
Auvergne,2016m5,.3342934264801443
Auvergne,2016m6,
