date,cat_social_progress
2011m1,-.1968297
2011m2,-.0993611
2011m3,-.0500903
2011m4,-.1204998
2011m5,-.5529516
2011m6,-.9910369
2011m7,-1.202106
2011m8,-.8130195
2011m9,-.0561226
2011m10,.200079
2011m11,.0793056
2011m12,-.194133
2012m1,-.2155126
2012m2,.0385716
2012m3,.3667498
2012m4,.4197199
2012m5,-.1118452
2012m6,-.9088469
2012m7,-1.223568
2012m8,-.8161189
2012m9,-.3229046
2012m10,-.1812173
2012m11,-.4107112
2012m12,-.6498278
2013m1,-.4094401
2013m2,-.0930122
2013m3,.1721002
2013m4,.2484646
2013m5,-.279042
2013m6,-1.029971
2013m7,-1.286134
2013m8,-.9319279
2013m9,-.3152021
2013m10,-.1456319
2013m11,-.2232493
2013m12,-.4166041
2014m1,-.289946
2014m2,.0119224
2014m3,.1203674
2014m4,-.0358584
2014m5,-.4506226
2014m6,-.8114197
2014m7,-.8397466
2014m8,-.349449
2014m9,.5030397
2014m10,.9162596
2014m11,.805461
2014m12,.7035379
2015m1,.7561118
2015m2,.6726016
2015m3,.4393161
2015m4,.279906
2015m5,-.1033842
2015m6,-.337367
2015m7,-.2202557
2015m8,.2097917
2015m9,1.019739
2015m10,1.139209
2015m11,1.278004
2015m12,1.312652
2016m1,1.536497
2016m2,1.683151
2016m3,1.49606
2016m4,1.276351
