date,cat_health_conditions
2008m1,.1971759
2008m2,.7912014
2008m3,1.192625
2008m4,1.145036
2008m5,.4542793
2008m6,-.3570555
2008m7,-.7887961
2008m8,-.7211497
2008m9,-.0430719
2008m10,.5950839
2008m11,.5898501
2008m12,.2974206
2009m1,.3216506
2009m2,.8028443
2009m3,1.109385
2009m4,1.083918
2009m5,.5376052
2009m6,-.0964627
2009m7,-.4243801
2009m8,-.3028997
2009m9,.3797322
2009m10,1.086707
2009m11,1.462333
2009m12,1.391288
2010m1,1.342003
2010m2,1.67687
2010m3,1.821996
2010m4,1.796341
2010m5,1.189648
2010m6,.3389351
2010m7,-.087168
2010m8,.0555536
2010m9,.7002304
2010m10,1.147794
2010m11,1.11073
2010m12,.5855897
2011m1,.194555
2011m2,.1881443
2011m3,.2012675
2011m4,.0104034
2011m5,-.5505341
2011m6,-1.097396
2011m7,-1.326882
2011m8,-1.159346
2011m9,-.6210652
2011m10,-.2952743
2011m11,-.3643721
2011m12,-.6200421
2012m1,-.4481578
2012m2,-.0318506
2012m3,.1832384
2012m4,.0216676
2012m5,-.5372919
2012m6,-1.123537
2012m7,-1.321508
2012m8,-1.097585
2012m9,-.6538145
2012m10,-.4313863
2012m11,-.64152
2012m12,-.8704684
2013m1,-.8000848
2013m2,-.4753049
2013m3,-.230552
2013m4,-.1814326
2013m5,-.5952041
2013m6,-1.101798
2013m7,-1.271521
2013m8,-1.032517
2013m9,-.4899965
2013m10,-.1641086
2013m11,-.3511851
2013m12,-.6656645
2014m1,-.5413449
2014m2,-.0945292
2014m3,.1373584
2014m4,.0544059
2014m5,-.3854633
2014m6,-.8670347
2014m7,-1.049349
2014m8,-.9096475
2014m9,-.414241
2014m10,-.0526682
2014m11,-.081519
2014m12,-.2764087
2015m1,-.1687039
2015m2,.2701909
2015m3,.6024184
2015m4,.4577804
2015m5,-.1695815
2015m6,-.8530872
2015m7,-1.128384
2015m8,-.9164654
2015m9,-.3137014
2015m10,.1676198
2015m11,.2678428
2015m12,.1906073
2016m1,.3633752
2016m2,.7246542
2016m3,1.032947
2016m4,1.32221
