date,cat_health_worries
2011m1,1.983734
2011m2,1.829394
2011m3,1.497898
2011m4,1.039844
2011m5,.920116
2011m6,1.074022
2011m7,1.301265
2011m8,1.562851
2011m9,1.852563
2011m10,1.767401
2011m11,1.148321
2011m12,.7407473
2012m1,.8976854
2012m2,1.183959
2012m3,.995943
2012m4,.8170028
2012m5,.6469943
2012m6,.3500402
2012m7,.1645846
2012m8,.1374395
2012m9,.2083628
2012m10,.0451355
2012m11,-.1777838
2012m12,-.2496644
2013m1,-.1903258
2013m2,-.1913811
2013m3,-.1735695
2013m4,-.1496234
2013m5,-.0482935
2013m6,.2827878
2013m7,.5856119
2013m8,.409175
2013m9,.0952154
2013m10,-.1809839
2013m11,-.6592925
2013m12,-.9872531
2014m1,-1.205841
2014m2,-1.140386
2014m3,-.925527
2014m4,-.642226
2014m5,-.6061815
2014m6,-.5692638
2014m7,-.5685741
2014m8,-.5770714
2014m9,-.5853472
2014m10,-.7174458
2014m11,-.7954377
2014m12,-.6805017
2015m1,-.233863
2015m2,.0032477
2015m3,-.228252
2015m4,-.6348079
2015m5,-.8870087
2015m6,-.7565432
2015m7,-.6258245
2015m8,-.6763903
2015m9,-.7565727
2015m10,-.8329382
2015m11,-.9589288
2015m12,-1.090956
2016m1,-1.020481
2016m2,-.882282
2016m3,-.9003838
2016m4,-1.034138
