region,date,travail
Basse-Normandie,2013m1,.2125829
Basse-Normandie,2013m2,.41514006
Basse-Normandie,2013m3,.12897699
Basse-Normandie,2013m4,-.22906157
Basse-Normandie,2013m5,-.54010457
Basse-Normandie,2013m6,-.42137122
Basse-Normandie,2013m7,-1.3460023
Basse-Normandie,2013m8,-1.2794605
Basse-Normandie,2013m9,.42384642
Basse-Normandie,2013m10,.27255106
Basse-Normandie,2013m11,-.0057568662
Basse-Normandie,2013m12,-.50269389
Basse-Normandie,2014m1,.46531653
Basse-Normandie,2014m2,.38879737
Basse-Normandie,2014m3,.37585437
Basse-Normandie,2014m4,-.51405936
Basse-Normandie,2014m5,-.13682489
Basse-Normandie,2014m6,-.39171705
Basse-Normandie,2014m7,-.76430053
Basse-Normandie,2014m8,-.81387144
Basse-Normandie,2014m9,1.0015715
Basse-Normandie,2014m10,.67376196
Basse-Normandie,2014m11,.42396033
Basse-Normandie,2014m12,-.63207394
Basse-Normandie,2015m1,.63690341
Basse-Normandie,2015m2,.78745568
Basse-Normandie,2015m3,.77097851
Basse-Normandie,2015m4,.19543988
Basse-Normandie,2015m5,.037511032
Basse-Normandie,2015m6,.36488211
Basse-Normandie,2015m7,-.97247791
Basse-Normandie,2015m8,-.7955485
Basse-Normandie,2015m9,.59626538
Basse-Normandie,2015m10,.34186074
Basse-Normandie,2015m11,.11694814
Basse-Normandie,2015m12,-.58318907
Basse-Normandie,2016m1,.76246393
Basse-Normandie,2016m2,.42515275
Basse-Normandie,2016m3,.54731041
Basse-Normandie,2016m4,.073973395
Basse-Normandie,2016m5,.051508468
Basse-Normandie,2016m6,-.041443046
Basse-Normandie,2016m7,-1.1623895
Basse-Normandie,2016m8,-.69864166
Basse-Normandie,2016m9,.59084374
Basse-Normandie,2016m10,.29205787
Basse-Normandie,2016m11,.017497197
Basse-Normandie,2016m12,-.86220837
Basse-Normandie,2017m1,.40932134
Basse-Normandie,2017m2,.66601545
Basse-Normandie,2017m3,.70626855
