region,date,crime
Picardie,2013m1,-.69785035
Picardie,2013m2,-.79325831
Picardie,2013m3,-.46377239
Picardie,2013m4,-1.3155937
Picardie,2013m5,-1.0595276
Picardie,2013m6,-.76291895
Picardie,2013m7,-.93038869
Picardie,2013m8,-1.356342
Picardie,2013m9,-.90630931
Picardie,2013m10,-.73980504
Picardie,2013m11,-.54427063
Picardie,2013m12,-1.3449534
Picardie,2014m1,.092925623
Picardie,2014m2,-.1757493
Picardie,2014m3,-.12626401
Picardie,2014m4,-.60768044
Picardie,2014m5,-.71199399
Picardie,2014m6,-.69948983
Picardie,2014m7,-.41548002
Picardie,2014m8,-1.1398404
Picardie,2014m9,.35689527
Picardie,2014m10,-.054760359
Picardie,2014m11,-.28443104
Picardie,2014m12,-1.0374522
Picardie,2015m1,.79797637
Picardie,2015m2,.93013728
Picardie,2015m3,.38430378
Picardie,2015m4,-.19329332
Picardie,2015m5,-.41413864
Picardie,2015m6,-.34293774
Picardie,2015m7,-.65290517
Picardie,2015m8,-.92289364
Picardie,2015m9,.51996052
Picardie,2015m10,.39504188
Picardie,2015m11,2.0730078
Picardie,2015m12,-.53501868
Picardie,2016m1,1.5751969
Picardie,2016m2,.5167312
Picardie,2016m3,.70572877
Picardie,2016m4,.93188685
Picardie,2016m5,1.0028206
Picardie,2016m6,.56836897
Picardie,2016m7,.022038443
Picardie,2016m8,-.13284008
Picardie,2016m9,.96846896
Picardie,2016m10,1.1924641
Picardie,2016m11,1.2554078
Picardie,2016m12,.43554884
Picardie,2017m1,2.1544228
Picardie,2017m2,1.3944243
Picardie,2017m3,1.1582577
