date,cat_financial_security
2008m1,-.7985731
2008m2,-1.227478
2008m3,-1.257161
2008m4,-1.098756
2008m5,-.9156724
2008m6,-.7497702
2008m7,-.7511187
2008m8,-.7090765
2008m9,-.5841624
2008m10,-.8867323
2008m11,-1.271677
2008m12,-1.328248
2009m1,-1.099318
2009m2,-1.054603
2009m3,-1.194113
2009m4,-1.3847
2009m5,-1.330432
2009m6,-1.204103
2009m7,-1.179631
2009m8,-1.212622
2009m9,-1.058901
2009m10,-.6306798
2009m11,-.5380479
2009m12,-.220902
2010m1,.6262558
2010m2,1.175255
2010m3,1.432246
2010m4,1.18464
2010m5,.8847932
2010m6,.920153
2010m7,1.021798
2010m8,.9440468
2010m9,.5708344
2010m10,.0648241
2010m11,-.2176124
2010m12,-.1311911
2011m1,.2465387
2011m2,.4047647
2011m3,.3081266
2011m4,.1651661
2011m5,-.1192668
2011m6,-.0454381
2011m7,-.0493441
2011m8,-.2696677
2011m9,-.5686972
2011m10,-.8854932
2011m11,-1.112486
2011m12,-.9130441
2012m1,-.3369003
2012m2,.0159834
2012m3,.0236875
2012m4,-.1174115
2012m5,-.2693041
2012m6,-.4335238
2012m7,-.5409599
2012m8,-.6302751
2012m9,-.8180447
2012m10,-.897719
2012m11,-.861282
2012m12,-.4745718
2013m1,.3250539
2013m2,.6744745
2013m3,.7360144
2013m4,.4462158
2013m5,.0523249
2013m6,-.1745057
2013m7,-.1955002
2013m8,-.1786291
2013m9,-.1735269
2013m10,-.1601521
2013m11,-.2966434
2013m12,-.3453338
2014m1,.1552029
2014m2,.61788
2014m3,.7672976
2014m4,.6446923
2014m5,.4545214
2014m6,.6112561
2014m7,.7576842
2014m8,.6197264
2014m9,.4613349
2014m10,.3710461
2014m11,.1452442
2014m12,.1677024
2015m1,.5890119
2015m2,1.122411
2015m3,1.450049
2015m4,1.521306
2015m5,1.222355
2015m6,1.133653
2015m7,.9442797
2015m8,.6905941
2015m9,.4069354
2015m10,.2826421
2015m11,.3787315
2015m12,.7721677
2016m1,1.455215
2016m2,1.68718
2016m3,1.69076
2016m4,1.558928
