date,cat_education
2011m1,1.430604
2011m2,1.352125
2011m3,1.19017
2011m4,.8077379
2011m5,.0759205
2011m6,-.5839887
2011m7,-.6295972
2011m8,.0866785
2011m9,.9115937
2011m10,1.098127
2011m11,.716432
2011m12,.1440397
2012m1,.1097283
2012m2,.1769993
2012m3,.0415501
2012m4,-.2639677
2012m5,-.7574917
2012m6,-1.302147
2012m7,-1.350956
2012m8,-.79894
2012m9,-.2183048
2012m10,-.062269
2012m11,-.3649972
2012m12,-.5225421
2013m1,-.2620021
2013m2,-.0610862
2013m3,-.1553259
2013m4,-.3775545
2013m5,-.828954
2013m6,-1.28122
2013m7,-1.196347
2013m8,-.5264285
2013m9,.2728948
2013m10,.5615649
2013m11,.3133692
2013m12,-.0004022
2014m1,.1061675
2014m2,.3291028
2014m3,.2962027
2014m4,.0931413
2014m5,-.3894601
2014m6,-.9003163
2014m7,-.9790225
2014m8,-.385648
2014m9,.4702802
2014m10,.8041959
2014m11,.6448229
2014m12,.4444642
2015m1,.6696586
2015m2,.8947344
2015m3,.8412942
2015m4,.4325255
2015m5,-.3602884
2015m6,-1.220184
2015m7,-1.496998
2015m8,-.8914282
2015m9,.0229719
2015m10,.4145588
2015m11,.3410486
2015m12,.1821357
2016m1,.4291317
2016m2,.6138195
2016m3,.5184916
2016m4,.3295839
