region,date,islam
Ile-de-France,2013m1,-.94471717
Ile-de-France,2013m2,-.93279922
Ile-de-France,2013m3,-.53787881
Ile-de-France,2013m4,-.64499122
Ile-de-France,2013m5,-.46018282
Ile-de-France,2013m6,-.57852292
Ile-de-France,2013m7,.48948544
Ile-de-France,2013m8,.63329989
Ile-de-France,2013m9,-.53780687
Ile-de-France,2013m10,.57169741
Ile-de-France,2013m11,.040211044
Ile-de-France,2013m12,.01332978
Ile-de-France,2014m1,.092584759
Ile-de-France,2014m2,-.30718401
Ile-de-France,2014m3,-.50716215
Ile-de-France,2014m4,.36072457
Ile-de-France,2014m5,-.016776849
Ile-de-France,2014m6,-.15168507
Ile-de-France,2014m7,1.4323891
Ile-de-France,2014m8,.24812858
Ile-de-France,2014m9,.045408048
Ile-de-France,2014m10,-.22317988
Ile-de-France,2014m11,-.51640922
Ile-de-France,2014m12,.8142553
Ile-de-France,2015m1,3.9749026
Ile-de-France,2015m2,.95618773
Ile-de-France,2015m3,-.10451794
Ile-de-France,2015m4,-.11453529
Ile-de-France,2015m5,.04655518
Ile-de-France,2015m6,-.079903401
Ile-de-France,2015m7,.19885479
Ile-de-France,2015m8,-.20139736
Ile-de-France,2015m9,.20400733
Ile-de-France,2015m10,-.22447941
Ile-de-France,2015m11,1.8713586
Ile-de-France,2015m12,.94167221
Ile-de-France,2016m1,.087522052
Ile-de-France,2016m2,-.67635262
Ile-de-France,2016m3,-.14159593
Ile-de-France,2016m4,-.50901705
Ile-de-France,2016m5,-.79547244
Ile-de-France,2016m6,-.97146422
Ile-de-France,2016m7,.10680403
Ile-de-France,2016m8,.35158476
Ile-de-France,2016m9,-.19114706
Ile-de-France,2016m10,-.77500683
Ile-de-France,2016m11,-.93598086
Ile-de-France,2016m12,-.43943977
Ile-de-France,2017m1,.076912701
Ile-de-France,2017m2,-.30704948
Ile-de-France,2017m3,-.80717444
