region,date,politics_security
Haute-Normandie,2013m1,-.1381466746330261
Haute-Normandie,2013m2,.2359453618526459
Haute-Normandie,2013m3,-.3276085540652275
Haute-Normandie,2013m4,-.5221002206206322
Haute-Normandie,2013m5,-.2643651358783245
Haute-Normandie,2013m6,-.7059166163206101
Haute-Normandie,2013m7,-.792827145755291
Haute-Normandie,2013m8,-.8051049947738648
Haute-Normandie,2013m9,-.2364486381411552
Haute-Normandie,2013m10,-.174175614118576
Haute-Normandie,2013m11,.5000626610592007
Haute-Normandie,2013m12,.2222758501768112
Haute-Normandie,2014m1,.0973080199211836
Haute-Normandie,2014m2,.3456428658217192
Haute-Normandie,2014m3,.5486584533005953
Haute-Normandie,2014m4,-.0756154932081699
Haute-Normandie,2014m5,.3144544497132301
Haute-Normandie,2014m6,-.5426115103065967
Haute-Normandie,2014m7,-.4368820980191231
Haute-Normandie,2014m8,-.5343564420938491
Haute-Normandie,2014m9,.2000122372061014
Haute-Normandie,2014m10,.016939140856266
Haute-Normandie,2014m11,.2172013849020004
Haute-Normandie,2014m12,-.3405720710754395
Haute-Normandie,2015m1,.3033793225884437
Haute-Normandie,2015m2,-.0295780126005411
Haute-Normandie,2015m3,.698963639140129
Haute-Normandie,2015m4,-.1216522328555584
Haute-Normandie,2015m5,-.6105198636651039
Haute-Normandie,2015m6,-.5094814509153366
Haute-Normandie,2015m7,-.3758862853050232
Haute-Normandie,2015m8,.0108476374298334
Haute-Normandie,2015m9,.523061030334793
Haute-Normandie,2015m10,.4498670041561127
Haute-Normandie,2015m11,1.082824596762657
Haute-Normandie,2015m12,1.432287557423115
Haute-Normandie,2016m1,.7699384748935699
Haute-Normandie,2016m2,.049531502276659
Haute-Normandie,2016m3,.459943176060915
Haute-Normandie,2016m4,.234981144964695
Haute-Normandie,2016m5,.0427824854850769
Haute-Normandie,2016m6,
