date,swb_enjoyment
2008m1,.1434796
2008m2,.3609441
2008m3,.688141
2008m4,1.285937
2008m5,1.796244
2008m6,1.514052
2008m7,.8991718
2008m8,.2601557
2008m9,-.2463175
2008m10,-.387742
2008m11,-.5116544
2008m12,-1.011257
2009m1,-1.608681
2009m2,-1.299919
2009m3,-.6630422
2009m4,.1116524
2009m5,.6486369
2009m6,.7507594
2009m7,.6491058
2009m8,.5046763
2009m9,.2128771
2009m10,.1003224
2009m11,.0196255
2009m12,.0691518
2010m1,.2018736
2010m2,.5750619
2010m3,.8520284
2010m4,1.028851
2010m5,1.374383
2010m6,1.200869
2010m7,.9416093
2010m8,.6771572
2010m9,.2377658
2010m10,.0311561
2010m11,.1269114
2010m12,.3311004
2011m1,.5472823
2011m2,.9498886
2011m3,1.129814
2011m4,1.313233
2011m5,1.812815
2011m6,1.83865
2011m7,1.475606
2011m8,1.144943
2011m9,.9938547
2011m10,1.110563
2011m11,1.316915
2011m12,1.358432
2012m1,1.196608
2012m2,1.256866
2012m3,1.522315
2012m4,1.917901
2012m5,2.295575
2012m6,2.249442
2012m7,1.992721
2012m8,1.619512
2012m9,1.215809
2012m10,1.059585
2012m11,1.190326
2012m12,1.139242
2013m1,.955074
2013m2,.9491482
2013m3,1.122139
2013m4,1.371034
2013m5,1.740978
2013m6,1.945361
2013m7,1.910963
2013m8,1.64641
2013m9,1.36169
2013m10,1.325852
2013m11,1.402536
2013m12,1.287255
2014m1,1.155325
2014m2,1.356791
2014m3,1.557685
2014m4,1.89328
2014m5,2.173948
2014m6,1.997548
2014m7,1.678642
2014m8,1.513093
2014m9,1.433219
2014m10,1.712647
2014m11,1.962032
2014m12,1.966164
2015m1,1.895309
2015m2,2.067629
2015m3,2.226077
2015m4,2.228192
2015m5,2.338408
2015m6,2.338348
2015m7,2.078727
2015m8,1.695167
2015m9,1.481993
2015m10,1.604444
2015m11,1.937216
2015m12,2.020759
2016m1,1.857308
2016m2,1.814522
2016m3,1.902147
2016m4,1.798802
