date,cat_health_conditions
2011m1,-.1580495
2011m2,.465539
2011m3,.5652466
2011m4,.2778899
2011m5,-.44113
2011m6,-.9458393
2011m7,-1.118871
2011m8,-.8613734
2011m9,-.4190103
2011m10,-.1990404
2011m11,-.2529333
2011m12,-.4117282
2012m1,-.0679298
2012m2,.5179036
2012m3,.5819398
2012m4,.2908966
2012m5,-.3865981
2012m6,-1.053419
2012m7,-1.246208
2012m8,-.8906727
2012m9,-.3147403
2012m10,-.0771776
2012m11,-.1831155
2012m12,-.5298204
2013m1,-.4302175
2013m2,-.1069314
2013m3,-.0960175
2013m4,-.1758309
2013m5,-.5102482
2013m6,-.7477313
2013m7,-.8636122
2013m8,-.6645761
2013m9,-.1151477
2013m10,.1773776
2013m11,-.0867708
2013m12,-.5252523
2014m1,-.3282812
2014m2,.159165
2014m3,.3248163
2014m4,.1849851
2014m5,-.3159589
2014m6,-.7251028
2014m7,-.8535427
2014m8,-.5343606
2014m9,.1647848
2014m10,.6055363
2014m11,.4581115
2014m12,.0821631
2015m1,.2265348
2015m2,.7984402
2015m3,1.059818
2015m4,.9732336
2015m5,.3374707
2015m6,-.1870694
2015m7,-.4239121
2015m8,-.2637018
2015m9,.4390158
2015m10,1.046057
2015m11,1.117141
2015m12,.7719941
2016m1,.8097605
2016m2,1.342111
2016m3,1.728605
2016m4,2.005386
