region,date,valeurs_république
Auvergne,2013m1,-.41576859
Auvergne,2013m2,-.65628344
Auvergne,2013m3,-.19165219
Auvergne,2013m4,-.045664173
Auvergne,2013m5,-.19867465
Auvergne,2013m6,-.27624014
Auvergne,2013m7,-.72845
Auvergne,2013m8,-1.2446607
Auvergne,2013m9,-.26838371
Auvergne,2013m10,-.19981311
Auvergne,2013m11,-.099940181
Auvergne,2013m12,-.41562197
Auvergne,2014m1,-.1883558
Auvergne,2014m2,-.33606926
Auvergne,2014m3,-.40244871
Auvergne,2014m4,-.44847298
Auvergne,2014m5,-.34436563
Auvergne,2014m6,-.58217579
Auvergne,2014m7,-.55909348
Auvergne,2014m8,-.95515478
Auvergne,2014m9,.067286447
Auvergne,2014m10,-.47369546
Auvergne,2014m11,-.047270425
Auvergne,2014m12,-.26842204
Auvergne,2015m1,.59858769
Auvergne,2015m2,.13982041
Auvergne,2015m3,.027831463
Auvergne,2015m4,.30240875
Auvergne,2015m5,-.052003097
Auvergne,2015m6,-.48510092
Auvergne,2015m7,-.91080207
Auvergne,2015m8,-.08582364
Auvergne,2015m9,.46737191
Auvergne,2015m10,.54935545
Auvergne,2015m11,1.753584
Auvergne,2015m12,.84210056
Auvergne,2016m1,.81891799
Auvergne,2016m2,.19992113
Auvergne,2016m3,.36778581
Auvergne,2016m4,-.15163386
Auvergne,2016m5,.57016838
Auvergne,2016m6,.51889217
Auvergne,2016m7,-.22372442
Auvergne,2016m8,.18485779
Auvergne,2016m9,.48754212
Auvergne,2016m10,.52967948
Auvergne,2016m11,.41011131
Auvergne,2016m12,-.06265635
Auvergne,2017m1,.88555986
Auvergne,2017m2,.68113649
Auvergne,2017m3,1.0804994
