region,date,islam
PACA,2013m1,-.88742703
PACA,2013m2,.23830152
PACA,2013m3,-.81128168
PACA,2013m4,-.66481376
PACA,2013m5,-.15237081
PACA,2013m6,-.33118069
PACA,2013m7,-.53960055
PACA,2013m8,-.44353893
PACA,2013m9,-.81118959
PACA,2013m10,-.46603397
PACA,2013m11,-.61362672
PACA,2013m12,-.66896826
PACA,2014m1,-.53018987
PACA,2014m2,-.60869169
PACA,2014m3,-.43924734
PACA,2014m4,-.2843551
PACA,2014m5,-.61351192
PACA,2014m6,-.0034930347
PACA,2014m7,.40310994
PACA,2014m8,.055452097
PACA,2014m9,.31531239
PACA,2014m10,.33952808
PACA,2014m11,.26552472
PACA,2014m12,.97270769
PACA,2015m1,3.6258199
PACA,2015m2,.78494614
PACA,2015m3,.30160844
PACA,2015m4,-.37892455
PACA,2015m5,-.42694375
PACA,2015m6,.35708785
PACA,2015m7,-.22983982
PACA,2015m8,-.15994585
PACA,2015m9,.72893846
PACA,2015m10,.28719345
PACA,2015m11,1.7873598
PACA,2015m12,.91463482
PACA,2016m1,.28875464
PACA,2016m2,-.50482553
PACA,2016m3,-.48003542
PACA,2016m4,-.7692529
PACA,2016m5,-.60956401
PACA,2016m6,-.72127968
PACA,2016m7,.84175712
PACA,2016m8,1.0233212
PACA,2016m9,-.4678703
PACA,2016m10,-.23220415
PACA,2016m11,-.057342321
PACA,2016m12,.070280895
PACA,2017m1,.4736698
PACA,2017m2,.14327334
PACA,2017m3,-.82583427
