date,swb_enjoyment
2011m1,.3534728
2011m2,.5966511
2011m3,.5837641
2011m4,.4551773
2011m5,.7346227
2011m6,.5041287
2011m7,-.2610182
2011m8,-.6945359
2011m9,-.6719112
2011m10,-.5382323
2011m11,-.3720537
2011m12,.1730276
2012m1,.5648683
2012m2,.7684327
2012m3,.8008585
2012m4,.9171965
2012m5,1.252169
2012m6,.9637755
2012m7,.5775253
2012m8,.3040697
2012m9,.2526228
2012m10,.5356162
2012m11,.8916415
2012m12,1.166984
2013m1,1.015894
2013m2,.9169827
2013m3,.821768
2013m4,.4215989
2013m5,-.183892
2013m6,-.5968284
2013m7,-.3686674
2013m8,.1052776
2013m9,.4997585
2013m10,.7789053
2013m11,.9884582
2013m12,.9369392
2014m1,.6783097
2014m2,.3770867
2014m3,.4778247
2014m4,.6230974
2014m5,.7703972
2014m6,.7659981
2014m7,.4913241
2014m8,.0529991
2014m9,-.2855831
2014m10,.0551689
2014m11,.536545
2014m12,.9321285
2015m1,1.40277
2015m2,1.767149
2015m3,1.895194
2015m4,1.919005
2015m5,1.881744
2015m6,1.945101
2015m7,1.789452
2015m8,1.389168
2015m9,1.024263
2015m10,1.037615
2015m11,1.514833
2015m12,2.121169
2016m1,2.053934
2016m2,2.066269
2016m3,2.062879
2016m4,1.633818
