date,cat_financial_security
2008m1,1.00832
2008m2,.3684607
2008m3,-.0311503
2008m4,-.0627465
2008m5,.1678267
2008m6,.3779295
2008m7,.3431385
2008m8,.1694683
2008m9,.4104057
2008m10,.5061725
2008m11,-.0258998
2008m12,-.3874442
2009m1,-.2046291
2009m2,-.1455615
2009m3,-.1839142
2009m4,-.3580211
2009m5,-.2312761
2009m6,.1758223
2009m7,.1606778
2009m8,.0317253
2009m9,-.0581867
2009m10,.1393796
2009m11,.1829564
2009m12,.6162274
2010m1,1.410015
2010m2,1.590987
2010m3,1.621623
2010m4,1.705652
2010m5,1.910528
2010m6,2.076584
2010m7,1.827383
2010m8,1.464895
2010m9,.9749798
2010m10,.7252511
2010m11,.6746354
2010m12,.683207
2011m1,.6542373
2011m2,.3949755
2011m3,.0340798
2011m4,-.1452915
2011m5,-.2423308
2011m6,-.1341491
2011m7,-.0818634
2011m8,-.4788067
2011m9,-.9914229
2011m10,-1.250346
2011m11,-1.357755
2011m12,-1.069701
2012m1,-.4786253
2012m2,-.2275109
2012m3,-.3395347
2012m4,-.5238397
2012m5,-.5580014
2012m6,-.4753172
2012m7,-.3556146
2012m8,-.4269354
2012m9,-.6098257
2012m10,-.6392074
2012m11,-.7095003
2012m12,-.4098639
2013m1,.1684179
2013m2,.1522656
2013m3,-.1718886
2013m4,-.4216941
2013m5,-.6111921
2013m6,-.5920678
2013m7,-.4276415
2013m8,-.3923892
2013m9,-.4096355
2013m10,-.4672164
2013m11,-.7346143
2013m12,-.6663913
2014m1,-.2647217
2014m2,-.1192514
2014m3,-.0766727
2014m4,-.2107893
2014m5,-.4635033
2014m6,-.6130935
2014m7,-.6790799
2014m8,-.813287
2014m9,-.9313622
2014m10,-.9870878
2014m11,-.9956337
2014m12,-.5886661
2015m1,.0304629
2015m2,.203794
2015m3,.1213883
2015m4,-.1190165
2015m5,-.2746368
2015m6,-.2244794
2015m7,-.2709491
2015m8,-.4632786
2015m9,-.6961578
2015m10,-.8239215
2015m11,-.8346114
2015m12,-.4604908
2016m1,.2616186
2016m2,.8231302
2016m3,1.705557
2016m4,3.125517
