date,cat_healthy_habits
2008m1,-.1288739
2008m2,-.4487662
2008m3,-.6355535
2008m4,-.9299245
2008m5,-1.402428
2008m6,-1.629115
2008m7,-1.726094
2008m8,-1.741833
2008m9,-1.811337
2008m10,-1.759551
2008m11,-1.509327
2008m12,-1.09877
2009m1,-.5218815
2009m2,-.3256816
2009m3,-.3988729
2009m4,-.4702913
2009m5,-.4809563
2009m6,-.4933479
2009m7,-.5281141
2009m8,-.4812522
2009m9,-.4182953
2009m10,-.1417596
2009m11,.1157281
2009m12,.5133047
2010m1,1.352697
2010m2,1.937237
2010m3,2.129721
2010m4,1.869961
2010m5,1.455109
2010m6,1.027442
2010m7,.6147836
2010m8,.2361804
2010m9,.0360901
2010m10,-.0550573
2010m11,.0098885
2010m12,.2673537
2011m1,.8634441
2011m2,.993469
2011m3,.9189489
2011m4,.6552386
2011m5,.3891027
2011m6,.2181066
2011m7,.0535251
2011m8,-.1587256
2011m9,-.3511277
2011m10,-.4373439
2011m11,-.4193301
2011m12,-.1235915
2012m1,.4683354
2012m2,.6252814
2012m3,.5749524
2012m4,.4036602
2012m5,.251327
2012m6,.1572923
2012m7,.004196
2012m8,-.3993543
2012m9,-.760404
2012m10,-1.035459
2012m11,-1.090363
2012m12,-.6389509
2013m1,.2804902
2013m2,.7234741
2013m3,.7867913
2013m4,.6363184
2013m5,.3703814
2013m6,.1194118
2013m7,-.1375534
2013m8,-.3829163
2013m9,-.6040563
2013m10,-.7917929
2013m11,-.7237281
2013m12,-.2808776
2014m1,.5866019
2014m2,.9216551
2014m3,.9671222
2014m4,.7388729
2014m5,.3786177
2014m6,.0804173
2014m7,-.2481661
2014m8,-.5750177
2014m9,-.7448181
2014m10,-.7770514
2014m11,-.6267823
2014m12,-.0377412
2015m1,.8567995
2015m2,.9811561
2015m3,.7748078
2015m4,.5869077
2015m5,.3674339
2015m6,.1136538
2015m7,-.1807704
2015m8,-.4880863
2015m9,-.6985369
2015m10,-.7845044
2015m11,-.5739923
2015m12,.006188
2016m1,.8846071
2016m2,1.179516
2016m3,1.251647
2016m4,1.472877
