date,cat_job_growth
2011m1,-.3915698
2011m2,-.1713277
2011m3,-.1790218
2011m4,-.1916088
2011m5,-.4077548
2011m6,-.508806
2011m7,-.4146253
2011m8,-.135794
2011m9,.0978808
2011m10,-.0688818
2011m11,-.578867
2011m12,-.8196634
2012m1,-.6244846
2012m2,.0809869
2012m3,.6141196
2012m4,.9227885
2012m5,.6330799
2012m6,.099884
2012m7,-.3000799
2012m8,-.5163973
2012m9,-.3864982
2012m10,-.2509589
2012m11,-.2681116
2012m12,-.6114553
2013m1,-.7039737
2013m2,-.4038532
2013m3,-.0530166
2013m4,.2135151
2013m5,.0563803
2013m6,-.4167216
2013m7,-.7634073
2013m8,-1.168437
2013m9,-1.027811
2013m10,-.6232664
2013m11,-.2943131
2013m12,-.3325374
2014m1,-.5705338
2014m2,-.5440195
2014m3,-.1960919
2014m4,-.0340992
2014m5,-.4755972
2014m6,-1.013949
2014m7,-1.153626
2014m8,-.8360169
2014m9,-.1820727
2014m10,.2176258
2014m11,.2656769
2014m12,.1667477
2015m1,.3909953
2015m2,.5604521
2015m3,.7401833
2015m4,.7676463
2015m5,.373666
2015m6,.0080706
2015m7,-.1952819
2015m8,.1306404
2015m9,.6913962
2015m10,1.094041
2015m11,1.08542
2015m12,.8717164
2016m1,.7971839
2016m2,1.211347
2016m3,2.10706
2016m4,3.616029
