date,cat_financial_security
2008m1,.9288903
2008m2,.3449205
2008m3,.0140362
2008m4,-.2580163
2008m5,-.6006768
2008m6,-.656914
2008m7,-.6745977
2008m8,-.57907
2008m9,-.2951224
2008m10,-.3021024
2008m11,-.7749443
2008m12,-.7556636
2009m1,-.1926503
2009m2,.2208771
2009m3,.282147
2009m4,-.0641619
2009m5,-.3576294
2009m6,-.2210016
2009m7,-.0177896
2009m8,.0536118
2009m9,-.0878445
2009m10,-.3034465
2009m11,-.5821854
2009m12,-.4047748
2010m1,.2765269
2010m2,.8970149
2010m3,1.347939
2010m4,1.24721
2010m5,.7329772
2010m6,.3430804
2010m7,.1347234
2010m8,.1179506
2010m9,.003581
2010m10,-.0407819
2010m11,-.1880845
2010m12,-.2862326
2011m1,-.2513795
2011m2,-.1820165
2011m3,-.2046661
2011m4,-.4339694
2011m5,-.7425424
2011m6,-.7370324
2011m7,-.6206132
2011m8,-.7544244
2011m9,-1.078956
2011m10,-1.377101
2011m11,-1.562839
2011m12,-1.254318
2012m1,-.5098293
2012m2,-.0892361
2012m3,-.1097205
2012m4,-.4318165
2012m5,-.7753052
2012m6,-.8867786
2012m7,-.8381745
2012m8,-.8517383
2012m9,-1.07158
2012m10,-1.351089
2012m11,-1.577118
2012m12,-1.199178
2013m1,-.2362266
2013m2,.2511058
2013m3,.405143
2013m4,.3337596
2013m5,-.0201336
2013m6,-.2845385
2013m7,-.3759793
2013m8,-.4826016
2013m9,-.4830039
2013m10,-.3457485
2013m11,-.390226
2013m12,-.3247468
2014m1,.0906826
2014m2,.3096171
2014m3,.4353489
2014m4,.3672894
2014m5,.1917486
2014m6,.3183849
2014m7,.5814018
2014m8,.6687253
2014m9,.5363037
2014m10,.2649464
2014m11,.0324776
2014m12,.3318248
2015m1,1.050587
2015m2,1.523453
2015m3,1.758902
2015m4,1.661419
2015m5,1.160195
2015m6,.939175
2015m7,.7719108
2015m8,.5020561
2015m9,.0723488
2015m10,-.153883
2015m11,-.1986722
2015m12,.0932247
2016m1,.8275541
2016m2,1.60123
2016m3,2.423941
2016m4,3.380631
