date,swb_job_satisfaction
2008m1,.2453912
2008m2,.2386363
2008m3,.1191713
2008m4,-.1327512
2008m5,-.3442681
2008m6,-.377364
2008m7,-.2537704
2008m8,.0982714
2008m9,.7419259
2008m10,1.384858
2008m11,1.937735
2008m12,2.512075
2009m1,3.034451
2009m2,3.049688
2009m3,2.792367
2009m4,2.252459
2009m5,1.651819
2009m6,1.25474
2009m7,1.13749
2009m8,1.235771
2009m9,1.706129
2009m10,2.169302
2009m11,2.217468
2009m12,1.918728
2010m1,1.67295
2010m2,1.442653
2010m3,1.287875
2010m4,1.267831
2010m5,1.372138
2010m6,1.316696
2010m7,.9873284
2010m8,.6696231
2010m9,.6080541
2010m10,.7587907
2010m11,.7401916
2010m12,.4853288
2011m1,.2182462
2011m2,.0714382
2011m3,-.0240499
2011m4,-.0332922
2011m5,.0461315
2011m6,.1112746
2011m7,.0854093
2011m8,.110959
2011m9,.1291511
2011m10,.1509312
2011m11,.1063882
2011m12,.1018818
2012m1,.0930152
2012m2,.1166177
2012m3,-.0185617
2012m4,-.1210231
2012m5,-.2814581
2012m6,-.4070566
2012m7,-.3181222
2012m8,-.0323278
2012m9,.2632282
2012m10,.4948243
2012m11,.4776713
2012m12,.2415409
2013m1,.0703893
2013m2,-.0682405
2013m3,-.1264927
2013m4,-.225607
2013m5,-.3855685
2013m6,-.4959419
2013m7,-.5551417
2013m8,-.6348273
2013m9,-.6483147
2013m10,-.5252354
2013m11,-.4203046
2013m12,-.2668417
2014m1,-.145579
2014m2,-.2295884
2014m3,-.3377929
2014m4,-.396322
2014m5,-.6109176
2014m6,-.6303409
2014m7,-.5540025
2014m8,-.56308
2014m9,-.6712203
2014m10,-.8129236
2014m11,-.8466153
2014m12,-.7995117
2015m1,-.6467002
2015m2,-.4256449
2015m3,-.2228769
2015m4,-.3865725
2015m5,-.6167654
2015m6,-.6824496
2015m7,-.6330124
2015m8,-.4816826
2015m9,-.3561395
2015m10,-.3668224
2015m11,-.4480174
2015m12,-.6046791
2016m1,-.7711477
2016m2,-.8445694
2016m3,-.5673542
2016m4,-.294516
