region,date,christianisme
Poitou-Charentes,2013m1,-1.0010298
Poitou-Charentes,2013m2,-.5373317
Poitou-Charentes,2013m3,.65817827
Poitou-Charentes,2013m4,-.75389403
Poitou-Charentes,2013m5,-.39420012
Poitou-Charentes,2013m6,-.53393
Poitou-Charentes,2013m7,-.86957192
Poitou-Charentes,2013m8,-.096430235
Poitou-Charentes,2013m9,-.66059887
Poitou-Charentes,2013m10,-.84168524
Poitou-Charentes,2013m11,-.082917869
Poitou-Charentes,2013m12,.099086136
Poitou-Charentes,2014m1,-.15719719
Poitou-Charentes,2014m2,-.60860813
Poitou-Charentes,2014m3,-.6566819
Poitou-Charentes,2014m4,.367313
Poitou-Charentes,2014m5,-.12099662
Poitou-Charentes,2014m6,-.14866464
Poitou-Charentes,2014m7,-.43615761
Poitou-Charentes,2014m8,-.40189689
Poitou-Charentes,2014m9,-.22885595
Poitou-Charentes,2014m10,-.026847688
Poitou-Charentes,2014m11,.1716056
Poitou-Charentes,2014m12,.55172384
Poitou-Charentes,2015m1,.67739534
Poitou-Charentes,2015m2,.41039237
Poitou-Charentes,2015m3,.51857132
Poitou-Charentes,2015m4,.10807795
Poitou-Charentes,2015m5,.069844693
Poitou-Charentes,2015m6,.24402164
Poitou-Charentes,2015m7,.40353465
Poitou-Charentes,2015m8,.20561169
Poitou-Charentes,2015m9,-.2562336
Poitou-Charentes,2015m10,-.44428965
Poitou-Charentes,2015m11,.1671692
Poitou-Charentes,2015m12,1.2251941
Poitou-Charentes,2016m1,.14932787
Poitou-Charentes,2016m2,.31920433
Poitou-Charentes,2016m3,.62412828
Poitou-Charentes,2016m4,.18237935
Poitou-Charentes,2016m5,.50455302
Poitou-Charentes,2016m6,-.35337761
Poitou-Charentes,2016m7,-.23389505
Poitou-Charentes,2016m8,-.2364715
Poitou-Charentes,2016m9,-.030708756
Poitou-Charentes,2016m10,.70102865
Poitou-Charentes,2016m11,.17279005
Poitou-Charentes,2016m12,.4575133
Poitou-Charentes,2017m1,.20969456
Poitou-Charentes,2017m2,.52368575
Poitou-Charentes,2017m3,-.12912184
