region,date,juifs
Basse-Normandie,2013m1,.92827207
Basse-Normandie,2013m2,.27812922
Basse-Normandie,2013m3,-.19193415
Basse-Normandie,2013m4,.47636992
Basse-Normandie,2013m5,.78900546
Basse-Normandie,2013m6,.04647484
Basse-Normandie,2013m7,.53661424
Basse-Normandie,2013m8,-.40785137
Basse-Normandie,2013m9,-.27889648
Basse-Normandie,2013m10,.06134164
Basse-Normandie,2013m11,-.10972156
Basse-Normandie,2013m12,1.0464733
Basse-Normandie,2014m1,2.2356575
Basse-Normandie,2014m2,.209195
Basse-Normandie,2014m3,.039410569
Basse-Normandie,2014m4,.38967055
Basse-Normandie,2014m5,-.047510173
Basse-Normandie,2014m6,-.57209539
Basse-Normandie,2014m7,1.032693
Basse-Normandie,2014m8,.58899206
Basse-Normandie,2014m9,-.081768766
Basse-Normandie,2014m10,-.5605576
Basse-Normandie,2014m11,.1422357
Basse-Normandie,2014m12,-.32400697
Basse-Normandie,2015m1,1.0636475
Basse-Normandie,2015m2,.59475774
Basse-Normandie,2015m3,-.024053123
Basse-Normandie,2015m4,.080717511
Basse-Normandie,2015m5,-.23286185
Basse-Normandie,2015m6,.1299846
Basse-Normandie,2015m7,-.06724152
Basse-Normandie,2015m8,-.012007277
Basse-Normandie,2015m9,-.58072335
Basse-Normandie,2015m10,-.89668393
Basse-Normandie,2015m11,-.30713636
Basse-Normandie,2015m12,.12469108
Basse-Normandie,2016m1,.047408927
Basse-Normandie,2016m2,-.50361675
Basse-Normandie,2016m3,-.19726186
Basse-Normandie,2016m4,-.68517429
Basse-Normandie,2016m5,-.029681191
Basse-Normandie,2016m6,-.33054182
Basse-Normandie,2016m7,-.48974568
Basse-Normandie,2016m8,-.24264556
Basse-Normandie,2016m9,-.72395468
Basse-Normandie,2016m10,-.46013921
Basse-Normandie,2016m11,-.56493467
Basse-Normandie,2016m12,-.65560758
Basse-Normandie,2017m1,-.23544379
Basse-Normandie,2017m2,-.71108747
Basse-Normandie,2017m3,.29191989
