date,swb_respect
2008m1,.9255903
2008m2,.9928092
2008m3,.7781126
2008m4,.4480559
2008m5,.2354766
2008m6,.3935301
2008m7,.8367054
2008m8,1.338566
2008m9,1.687093
2008m10,1.493444
2008m11,1.300453
2008m12,.8987371
2009m1,.769038
2009m2,.8335061
2009m3,.7087542
2009m4,.5050611
2009m5,.3462776
2009m6,.6671514
2009m7,1.371736
2009m8,1.631001
2009m9,1.776805
2009m10,1.559789
2009m11,1.187605
2009m12,.8188289
2010m1,.88116
2010m2,.8818171
2010m3,.9702928
2010m4,.5762954
2010m5,.7198066
2010m6,1.223435
2010m7,1.116547
2010m8,.8406188
2010m9,.9333298
2010m10,.7051624
2010m11,.2537967
2010m12,.3741406
2011m1,1.140818
2011m2,1.594911
2011m3,1.39706
2011m4,.9161978
2011m5,.8279468
2011m6,1.025036
2011m7,1.023286
2011m8,.9865946
2011m9,1.146788
2011m10,1.077114
2011m11,1.159354
2011m12,1.102641
2012m1,1.056733
2012m2,.9408903
2012m3,.811443
2012m4,.7252511
2012m5,.8638606
2012m6,1.291467
2012m7,1.605824
2012m8,1.593986
2012m9,1.289742
2012m10,.9917764
2012m11,.856415
2012m12,.6634178
2013m1,.7773269
2013m2,.7330142
2013m3,.3595689
2013m4,-.0215473
2013m5,-.0632887
2013m6,.005729
2013m7,.1566264
2013m8,.4346179
2013m9,.5912517
2013m10,.6234611
2013m11,.527301
2013m12,.6401942
2014m1,.8884283
2014m2,.7584231
2014m3,.4859757
2014m4,.3362714
2014m5,.3109017
2014m6,.4091698
2014m7,.4516884
2014m8,.331925
2014m9,.0773933
2014m10,.0040981
2014m11,.0007902
2014m12,.2033704
2015m1,.4470265
2015m2,.4496565
2015m3,.4358031
2015m4,.233967
2015m5,.0597818
2015m6,-.0507649
2015m7,-.52672
2015m8,-.6516176
2015m9,-.8197141
2015m10,-.9657345
2015m11,-1.256848
2015m12,-1.209241
2016m1,-.7709312
2016m2,-.83698
2016m3,-1.384645
2016m4,-2.356121
