region,date,recherche_emploi
Lorraine,2013m1,1.0572217
Lorraine,2013m2,.62120676
Lorraine,2013m3,.92997825
Lorraine,2013m4,.04814478
Lorraine,2013m5,-.18605536
Lorraine,2013m6,-.58246368
Lorraine,2013m7,-1.4104167
Lorraine,2013m8,-1.6769111
Lorraine,2013m9,1.0806625
Lorraine,2013m10,-.11316447
Lorraine,2013m11,.057888113
Lorraine,2013m12,-1.2088914
Lorraine,2014m1,.63527101
Lorraine,2014m2,.80669844
Lorraine,2014m3,.43383497
Lorraine,2014m4,.081206992
Lorraine,2014m5,.31970549
Lorraine,2014m6,.023368532
Lorraine,2014m7,-.71182621
Lorraine,2014m8,-1.1845717
Lorraine,2014m9,1.6010035
Lorraine,2014m10,.54659635
Lorraine,2014m11,.1137839
Lorraine,2014m12,-1.3515857
Lorraine,2015m1,1.1996813
Lorraine,2015m2,1.1582193
Lorraine,2015m3,1.4813714
Lorraine,2015m4,-.018880226
Lorraine,2015m5,.42960346
Lorraine,2015m6,-.20787255
Lorraine,2015m7,-1.0606809
Lorraine,2015m8,-1.0968609
Lorraine,2015m9,.82707447
Lorraine,2015m10,.42568189
Lorraine,2015m11,-.10502284
Lorraine,2015m12,-1.5295975
Lorraine,2016m1,.76714057
Lorraine,2016m2,.87348521
Lorraine,2016m3,.50003207
Lorraine,2016m4,-.13420933
Lorraine,2016m5,.03374856
Lorraine,2016m6,-.4193567
Lorraine,2016m7,-1.7632011
Lorraine,2016m8,-1.0946752
Lorraine,2016m9,.70887929
Lorraine,2016m10,-.20935786
Lorraine,2016m11,-.2166649
Lorraine,2016m12,-1.2297446
Lorraine,2017m1,.48899722
Lorraine,2017m2,.31695542
Lorraine,2017m3,.6016894
