date,cat_civic_engagement
2011m1,.6297396
2011m2,.9977454
2011m3,1.208129
2011m4,.9864745
2011m5,.2441769
2011m6,-.6351831
2011m7,-1.181359
2011m8,-.9251333
2011m9,-.0027533
2011m10,.7058323
2011m11,.8737721
2011m12,.7206661
2012m1,.7016967
2012m2,.8130958
2012m3,.7063088
2012m4,.3179389
2012m5,-.36385
2012m6,-1.045124
2012m7,-1.237108
2012m8,-.8405725
2012m9,-.0631108
2012m10,.4307481
2012m11,.5942967
2012m12,.4116524
2013m1,.4263867
2013m2,.5058702
2013m3,.4504243
2013m4,.2694019
2013m5,-.3650719
2013m6,-1.130946
2013m7,-1.457482
2013m8,-1.145632
2013m9,-.3133664
2013m10,.2195418
2013m11,.1941895
2013m12,-.0690554
2014m1,-.1857066
2014m2,-.1042366
2014m3,.0178023
2014m4,-.0125658
2014m5,-.5344992
2014m6,-1.262681
2014m7,-1.556395
2014m8,-1.188097
2014m9,-.3114195
2014m10,.1505263
2014m11,.0070184
2014m12,-.2611765
2015m1,-.1807911
2015m2,.1076176
2015m3,.3083509
2015m4,.3088391
2015m5,-.1398802
2015m6,-.7809879
2015m7,-1.088913
2015m8,-.7892925
2015m9,.0554639
2015m10,.6016268
2015m11,.6408775
2015m12,.5167193
2016m1,.5880035
2016m2,.8086094
2016m3,1.068757
2016m4,1.584089
