region,date,protectionnisme
Champagne-Ardenne,2013m1,.34408152
Champagne-Ardenne,2013m2,.15334029
Champagne-Ardenne,2013m3,.34407321
Champagne-Ardenne,2013m4,-.56641102
Champagne-Ardenne,2013m5,-.12380958
Champagne-Ardenne,2013m6,-1.0592114
Champagne-Ardenne,2013m7,-1.466574
Champagne-Ardenne,2013m8,-.96760792
Champagne-Ardenne,2013m9,.19722964
Champagne-Ardenne,2013m10,.58336741
Champagne-Ardenne,2013m11,.98915458
Champagne-Ardenne,2013m12,-.50115871
Champagne-Ardenne,2014m1,.47808382
Champagne-Ardenne,2014m2,.62940574
Champagne-Ardenne,2014m3,-.42629516
Champagne-Ardenne,2014m4,-.43144143
Champagne-Ardenne,2014m5,-.0070090368
Champagne-Ardenne,2014m6,-.46289879
Champagne-Ardenne,2014m7,-1.3425983
Champagne-Ardenne,2014m8,-.88905108
Champagne-Ardenne,2014m9,.58626145
Champagne-Ardenne,2014m10,.58479756
Champagne-Ardenne,2014m11,1.0969456
Champagne-Ardenne,2014m12,.11264631
Champagne-Ardenne,2015m1,.14232865
Champagne-Ardenne,2015m2,1.2065927
Champagne-Ardenne,2015m3,.64100271
Champagne-Ardenne,2015m4,.65541387
Champagne-Ardenne,2015m5,1.0511986
Champagne-Ardenne,2015m6,-.164656
Champagne-Ardenne,2015m7,-1.5481149
Champagne-Ardenne,2015m8,-1.5676771
Champagne-Ardenne,2015m9,.29514924
Champagne-Ardenne,2015m10,1.4739919
Champagne-Ardenne,2015m11,1.1699739
Champagne-Ardenne,2015m12,.82321876
Champagne-Ardenne,2016m1,.14710383
Champagne-Ardenne,2016m2,-.057836447
Champagne-Ardenne,2016m3,.77042353
Champagne-Ardenne,2016m4,-1.1215115
Champagne-Ardenne,2016m5,.61518794
Champagne-Ardenne,2016m6,-.23100856
Champagne-Ardenne,2016m7,-1.6040715
Champagne-Ardenne,2016m8,-1.6184784
Champagne-Ardenne,2016m9,.87588024
Champagne-Ardenne,2016m10,.53384209
Champagne-Ardenne,2016m11,-.40228471
Champagne-Ardenne,2016m12,.52948248
Champagne-Ardenne,2017m1,-.30098704
Champagne-Ardenne,2017m2,.45002088
Champagne-Ardenne,2017m3,-.55957448
