date,cat_health_worries
2008m1,-.5631999
2008m2,-.6430326
2008m3,-.5080839
2008m4,-.2323662
2008m5,-.1445324
2008m6,-.1724676
2008m7,-.2494008
2008m8,-.2084376
2008m9,.1330971
2008m10,.4506989
2008m11,.4836089
2008m12,.4810951
2009m1,.5956849
2009m2,.765339
2009m3,.6890173
2009m4,.4978218
2009m5,.3182567
2009m6,.1217882
2009m7,.1582432
2009m8,.4378657
2009m9,.9856207
2009m10,1.552534
2009m11,1.696613
2009m12,1.504706
2010m1,1.526733
2010m2,1.841818
2010m3,2.014299
2010m4,2.368953
2010m5,2.499143
2010m6,2.283427
2010m7,1.940712
2010m8,1.521191
2010m9,1.203858
2010m10,.9001862
2010m11,.928206
2010m12,1.162059
2011m1,1.022311
2011m2,.7482948
2011m3,.368201
2011m4,.0558316
2011m5,-.0036479
2011m6,.089361
2011m7,.2704267
2011m8,.4962316
2011m9,.7735636
2011m10,.7267476
2011m11,.5524179
2011m12,.4818991
2012m1,.5210833
2012m2,.4014798
2012m3,.2356735
2012m4,.1141883
2012m5,.0978123
2012m6,-.0577556
2012m7,-.3299815
2012m8,-.4836388
2012m9,-.4088421
2012m10,-.2489856
2012m11,-.4555659
2012m12,-.7306079
2013m1,-.7609083
2013m2,-.6451522
2013m3,-.5680002
2013m4,-.6162498
2013m5,-.7184739
2013m6,-.7223213
2013m7,-.7250906
2013m8,-.7903595
2013m9,-.8768935
2013m10,-.8611403
2013m11,-.8099906
2013m12,-.7373694
2014m1,-.6825387
2014m2,-.7797829
2014m3,-.8938006
2014m4,-.9419386
2014m5,-.8210042
2014m6,-.7666409
2014m7,-.7957886
2014m8,-.8365465
2014m9,-.9147599
2014m10,-.8940887
2014m11,-.9751379
2014m12,-.9958462
2015m1,-.8786975
2015m2,-.7352345
2015m3,-.7846467
2015m4,-.9594203
2015m5,-.9542768
2015m6,-.7991451
2015m7,-.7524505
2015m8,-.971887
2015m9,-1.102575
2015m10,-1.161325
2015m11,-1.158872
2015m12,-1.053841
2016m1,-1.044174
2016m2,-.8622165
2016m3,-.4909328
2016m4,.261966
