region,date,droite_id
Franche-Comte,2013m1,.40807781
Franche-Comte,2013m2,-.38218397
Franche-Comte,2013m3,-.22518982
Franche-Comte,2013m4,-.55775928
Franche-Comte,2013m5,-.95718682
Franche-Comte,2013m6,-.66196996
Franche-Comte,2013m7,-.69142532
Franche-Comte,2013m8,-.56209648
Franche-Comte,2013m9,-.12776643
Franche-Comte,2013m10,-.3654941
Franche-Comte,2013m11,.0027093231
Franche-Comte,2013m12,-.35739502
Franche-Comte,2014m1,.38013846
Franche-Comte,2014m2,-.11342148
Franche-Comte,2014m3,-.32738489
Franche-Comte,2014m4,-.30250901
Franche-Comte,2014m5,-.30759266
Franche-Comte,2014m6,-.56666881
Franche-Comte,2014m7,-.7169373
Franche-Comte,2014m8,-.50647491
Franche-Comte,2014m9,.3960683
Franche-Comte,2014m10,.2360841
Franche-Comte,2014m11,-.022052076
Franche-Comte,2014m12,-.92900211
Franche-Comte,2015m1,.19431894
Franche-Comte,2015m2,.32964066
Franche-Comte,2015m3,.30107999
Franche-Comte,2015m4,.50233495
Franche-Comte,2015m5,-.10083444
Franche-Comte,2015m6,.23552878
Franche-Comte,2015m7,.037295826
Franche-Comte,2015m8,-.099262245
Franche-Comte,2015m9,.57690018
Franche-Comte,2015m10,.57477236
Franche-Comte,2015m11,.54728371
Franche-Comte,2015m12,.49242479
Franche-Comte,2016m1,.77736825
Franche-Comte,2016m2,.25694984
Franche-Comte,2016m3,.27720821
Franche-Comte,2016m4,.14677364
Franche-Comte,2016m5,-.039106458
Franche-Comte,2016m6,.14901844
Franche-Comte,2016m7,-.23978168
Franche-Comte,2016m8,-.4237259
Franche-Comte,2016m9,.41796196
Franche-Comte,2016m10,.75009549
Franche-Comte,2016m11,.75390917
Franche-Comte,2016m12,.2222957
Franche-Comte,2017m1,.54721516
Franche-Comte,2017m2,.1586711
Franche-Comte,2017m3,.20165285
