date,cat_layoffs
2008m1,-.3493213
2008m2,-.2377684
2008m3,-.2439483
2008m4,-.3775907
2008m5,-.4031396
2008m6,-.4106049
2008m7,-.4714958
2008m8,-.4172494
2008m9,-.0819005
2008m10,.6052502
2008m11,1.347053
2008m12,1.874787
2009m1,2.328801
2009m2,2.111922
2009m3,1.308131
2009m4,.8390231
2009m5,.8206379
2009m6,.8419305
2009m7,1.106473
2009m8,1.413373
2009m9,1.20568
2009m10,1.065483
2009m11,1.245134
2009m12,1.727375
2010m1,1.618945
2010m2,1.132305
2010m3,.4859912
2010m4,.3434426
2010m5,.6974972
2010m6,1.273384
2010m7,1.634263
2010m8,1.524815
2010m9,.8995683
2010m10,.4752176
2010m11,.4576712
2010m12,.6188451
2011m1,.3582042
2011m2,-.2881652
2011m3,-.7186307
2011m4,-.7975847
2011m5,-.6924633
2011m6,-.4935787
2011m7,-.3529693
2011m8,-.3858843
2011m9,-.5063655
2011m10,-.6005192
2011m11,-.6524025
2011m12,-.5706796
2012m1,-.4309133
2012m2,-.3713393
2012m3,-.491837
2012m4,-.5448321
2012m5,-.4893773
2012m6,-.5463827
2012m7,-.6202611
2012m8,-.7384697
2012m9,-.6567683
2012m10,-.4815794
2012m11,-.2425299
2012m12,-.405809
2013m1,-.6995369
2013m2,-.8770036
2013m3,-.9414861
2013m4,-.9036706
2013m5,-.8614708
2013m6,-.8691988
2013m7,-.9146541
2013m8,-.9207807
2013m9,-.9222357
2013m10,-.9964981
2013m11,-.9415492
2013m12,-.691119
2014m1,-.4637828
2014m2,-.5388402
2014m3,-.6952746
2014m4,-.9007294
2014m5,-.9817358
2014m6,-.8450019
2014m7,-.7360425
2014m8,-.8385956
2014m9,-.9002339
2014m10,-.7527683
2014m11,-.3925651
2014m12,.2743895
2015m1,.9036413
2015m2,.9545271
2015m3,.8403412
2015m4,.4244676
2015m5,-.2190121
2015m6,-.4395989
2015m7,-.4278779
2015m8,-.4206609
2015m9,-.3369962
2015m10,-.2983586
2015m11,-.2659199
2015m12,-.2149809
2016m1,-.0653447
2016m2,.0864887
2016m3,.4837582
2016m4,1.017066
