learn
-2.41054
-.7812223
.7172165
.0738714
.4930029
-1.69235
-1.992039
-.239518
.0868762
1.137553
1.056064
-.5069279
-.5225211
-.0405032
1.727269
.9778737
1.174052
-.3185234
-.0168378
1.77084
.8194143
1.430032
-.0247932
-.5955819
-1.472848
.7245854
1.116969
1.152078
.3917069
-.0132484
-.6948411
.0747854
1.04609
1.372044
1.456698
.0664731
-.9798462
-.5580815
.2875484
.1846124
.4908937
-.0304774
.3000479
.7827767
-.0156278
1.706413
1.734651
.9793481
-.2533385
1.15756
1.106243
1.047578
.8951033
.2483384
.0619839
.5631624
.9879131
