region,date,solidarite
Picardie,2013m1,.12301756
Picardie,2013m2,-.35837656
Picardie,2013m3,.23456095
Picardie,2013m4,.11939272
Picardie,2013m5,.43755472
Picardie,2013m6,.37715966
Picardie,2013m7,-1.1873552
Picardie,2013m8,-.88024801
Picardie,2013m9,-.059701256
Picardie,2013m10,-.29481426
Picardie,2013m11,.3281129
Picardie,2013m12,-.28212827
Picardie,2014m1,-.039279558
Picardie,2014m2,.1805076
Picardie,2014m3,.46152437
Picardie,2014m4,.10509525
Picardie,2014m5,.18978655
Picardie,2014m6,-.1716008
Picardie,2014m7,-.78192949
Picardie,2014m8,-.53500825
Picardie,2014m9,.087575682
Picardie,2014m10,.57316548
Picardie,2014m11,.22451569
Picardie,2014m12,-.11004086
Picardie,2015m1,.26660317
Picardie,2015m2,.033673152
Picardie,2015m3,-.053870559
Picardie,2015m4,-.13377364
Picardie,2015m5,.072871089
Picardie,2015m6,-.27638137
Picardie,2015m7,-.52967972
Picardie,2015m8,-.35661605
Picardie,2015m9,.75495768
Picardie,2015m10,.15168947
Picardie,2015m11,.29886886
Picardie,2015m12,-.23679627
Picardie,2016m1,.054539803
Picardie,2016m2,.19363829
Picardie,2016m3,.19289954
Picardie,2016m4,.1385745
Picardie,2016m5,.19312611
Picardie,2016m6,.33705378
Picardie,2016m7,-.92175865
Picardie,2016m8,-.80850852
Picardie,2016m9,.25510463
Picardie,2016m10,.23709904
Picardie,2016m11,.3299931
Picardie,2016m12,-.081977695
Picardie,2017m1,.38897431
Picardie,2017m2,.46689856
Picardie,2017m3,.56285244
