region,date,valeurs_république
Poitou-Charentes,2013m1,-1.3081852
Poitou-Charentes,2013m2,-1.7397822
Poitou-Charentes,2013m3,-.7024101
Poitou-Charentes,2013m4,-1.1568491
Poitou-Charentes,2013m5,-.90489423
Poitou-Charentes,2013m6,-1.265764
Poitou-Charentes,2013m7,-1.8139384
Poitou-Charentes,2013m8,-1.3988428
Poitou-Charentes,2013m9,.47235501
Poitou-Charentes,2013m10,-.75163639
Poitou-Charentes,2013m11,-.56376404
Poitou-Charentes,2013m12,-.33815777
Poitou-Charentes,2014m1,-.063470483
Poitou-Charentes,2014m2,.41493678
Poitou-Charentes,2014m3,.29645589
Poitou-Charentes,2014m4,-.15242337
Poitou-Charentes,2014m5,.074133724
Poitou-Charentes,2014m6,-.78099108
Poitou-Charentes,2014m7,-1.3101878
Poitou-Charentes,2014m8,-1.4250993
Poitou-Charentes,2014m9,-.31396163
Poitou-Charentes,2014m10,-.43295348
Poitou-Charentes,2014m11,-.49451604
Poitou-Charentes,2014m12,-.74793124
Poitou-Charentes,2015m1,.50865114
Poitou-Charentes,2015m2,-.058837555
Poitou-Charentes,2015m3,-.026095206
Poitou-Charentes,2015m4,-.24256353
Poitou-Charentes,2015m5,-.13465163
Poitou-Charentes,2015m6,-.26515898
Poitou-Charentes,2015m7,-1.0729271
Poitou-Charentes,2015m8,-.54508066
Poitou-Charentes,2015m9,1.749947
Poitou-Charentes,2015m10,1.1498097
Poitou-Charentes,2015m11,1.3461567
Poitou-Charentes,2015m12,.99576151
Poitou-Charentes,2016m1,1.1010292
Poitou-Charentes,2016m2,.70609581
Poitou-Charentes,2016m3,.95881784
Poitou-Charentes,2016m4,.69336379
Poitou-Charentes,2016m5,.53498542
Poitou-Charentes,2016m6,.20746823
Poitou-Charentes,2016m7,.03303761
Poitou-Charentes,2016m8,-.24862549
Poitou-Charentes,2016m9,1.5709436
Poitou-Charentes,2016m10,1.5033729
Poitou-Charentes,2016m11,1.1273994
Poitou-Charentes,2016m12,1.2020154
Poitou-Charentes,2017m1,1.4267436
Poitou-Charentes,2017m2,.76661104
Poitou-Charentes,2017m3,1.6844376
