date,cat_spirituality
2008m1,.108981
2008m2,.5250595
2008m3,1.087831
2008m4,1.382198
2008m5,1.109305
2008m6,.5926715
2008m7,.212704
2008m8,.235891
2008m9,.6312542
2008m10,.9998385
2008m11,1.141043
2008m12,.7767887
2009m1,.3981868
2009m2,.4261748
2009m3,.3926574
2009m4,.4380442
2009m5,.3938471
2009m6,.0842085
2009m7,-.1719706
2009m8,-.0333756
2009m9,.5498609
2009m10,.775574
2009m11,-.1151189
2009m12,-1.024377
2010m1,-1.475267
2010m2,-1.52533
2010m3,-1.560781
2010m4,-1.720156
2010m5,-1.924951
2010m6,-2.136795
2010m7,-2.287298
2010m8,-2.186495
2010m9,-1.90252
2010m10,-1.570123
2010m11,-1.210096
2010m12,-.8097876
2011m1,-.1392454
2011m2,.4240619
2011m3,.7770032
2011m4,.8062616
2011m5,.3856366
2011m6,-.150632
2011m7,-.5215813
2011m8,-.4176079
2011m9,.1614432
2011m10,.5865103
2011m11,.5643169
2011m12,.2967444
2012m1,.2206275
2012m2,.4787748
2012m3,.6719633
2012m4,.6426945
2012m5,.2472505
2012m6,-.2806891
2012m7,-.4421214
2012m8,-.1120548
2012m9,.4532768
2012m10,.6445427
2012m11,.5314149
2012m12,.154523
2013m1,.0484108
2013m2,.3424523
2013m3,.4401625
2013m4,.3871549
2013m5,-.0238907
2013m6,-.5204983
2013m7,-.5641806
2013m8,-.3072091
2013m9,.0669819
2013m10,.2935878
2013m11,.1791117
2013m12,-.108767
2014m1,-.3321017
2014m2,-.3452961
2014m3,-.2409328
2014m4,-.2348675
2014m5,-.3829426
2014m6,-.4956458
2014m7,-.5433701
2014m8,-.4224051
2014m9,-.1058397
2014m10,.0845302
2014m11,-.0661815
2014m12,-.2388267
2015m1,-.1676681
2015m2,.1014883
2015m3,.2870895
2015m4,.1793833
2015m5,-.3218385
2015m6,-.6381722
2015m7,-.6693166
2015m8,-.3671339
2015m9,.3386985
2015m10,.872058
2015m11,1.165423
2015m12,1.073571
2016m1,.8274015
2016m2,.8884434
2016m3,1.254906
2016m4,1.675436
