date,cat_health_conditions
2008m1,-.3898739
2008m2,-.07153
2008m3,.093269
2008m4,.0955507
2008m5,-.191025
2008m6,-.7454004
2008m7,-1.189011
2008m8,-1.040271
2008m9,-.4844763
2008m10,-.1860838
2008m11,-.2012853
2008m12,-.5185161
2009m1,-.5264287
2009m2,-.0215485
2009m3,.433526
2009m4,.5016793
2009m5,.0912421
2009m6,-.5323944
2009m7,-.998866
2009m8,-.863421
2009m9,-.0379994
2009m10,.8280154
2009m11,1.302904
2009m12,1.310753
2010m1,1.248128
2010m2,1.396968
2010m3,1.713475
2010m4,1.751257
2010m5,1.404132
2010m6,.9730128
2010m7,.5332318
2010m8,.2750448
2010m9,.509966
2010m10,.6827325
2010m11,.4809356
2010m12,.0790997
2011m1,-.2312059
2011m2,-.1019593
2011m3,.1393591
2011m4,.2671422
2011m5,-.0567346
2011m6,-.6093658
2011m7,-1.04121
2011m8,-1.066042
2011m9,-.6304531
2011m10,-.3615979
2011m11,-.3187813
2011m12,-.3062527
2012m1,.0338209
2012m2,.4361392
2012m3,.5656458
2012m4,.3323574
2012m5,-.191941
2012m6,-.780224
2012m7,-.9948893
2012m8,-.767826
2012m9,-.4836801
2012m10,-.5322004
2012m11,-1.041722
2012m12,-1.700328
2013m1,-1.515962
2013m2,-.6906537
2013m3,.0264501
2013m4,.2264905
2013m5,-.1134949
2013m6,-.7326962
2013m7,-1.174467
2013m8,-1.137732
2013m9,-.7144296
2013m10,-.2974889
2013m11,-.2813417
2013m12,-.4804311
2014m1,-.4907002
2014m2,-.1797111
2014m3,.0940327
2014m4,-.1073616
2014m5,-.8504279
2014m6,-1.197319
2014m7,-.9688955
2014m8,-.3813539
2014m9,.3101116
2014m10,.5999238
2014m11,.4320075
2014m12,.2826012
2015m1,.342222
2015m2,.7071719
2015m3,.9846066
2015m4,1.039544
2015m5,.6048507
2015m6,.011824
2015m7,-.3826314
2015m8,-.3018859
2015m9,.2366771
2015m10,.6708009
2015m11,.7508293
2015m12,.6570469
2016m1,.7782455
2016m2,1.14302
2016m3,1.604988
2016m4,2.230694
