date,cat_health_worries
2011m1,1.344053
2011m2,1.160974
2011m3,.6995888
2011m4,.1660673
2011m5,-.0975239
2011m6,-.171034
2011m7,.0476551
2011m8,.1847287
2011m9,.4036183
2011m10,.1232466
2011m11,-.3882448
2011m12,-.2502701
2012m1,.3728486
2012m2,1.08633
2012m3,1.415096
2012m4,1.379414
2012m5,1.092128
2012m6,1.003218
2012m7,.6306094
2012m8,.5136344
2012m9,.4832162
2012m10,.3286977
2012m11,-.0067433
2012m12,-.1662077
2013m1,.0581682
2013m2,.1505126
2013m3,-.1069758
2013m4,-.3573453
2013m5,-.2678135
2013m6,.2932075
2013m7,.7116898
2013m8,.691576
2013m9,.0726527
2013m10,-.5801687
2013m11,-.710634
2013m12,-.4633596
2014m1,-.1815012
2014m2,.003375
2014m3,.0856025
2014m4,.3036103
2014m5,.2882581
2014m6,.4184425
2014m7,.2042769
2014m8,-.1330036
2014m9,-.5788034
2014m10,-.5954433
2014m11,-.4903022
2014m12,-.4049665
2015m1,-.1683772
2015m2,.0135855
2015m3,-.056142
2015m4,-.2475635
2015m5,-.4717384
2015m6,-.5116421
2015m7,-.5423907
2015m8,-.7158584
2015m9,-1.193699
2015m10,-1.612272
2015m11,-1.748537
2015m12,-1.764289
2016m1,-1.491522
2016m2,-.8948695
2016m3,-.0623441
2016m4,1.701505
