date,swb_laugh
2008m1,1.002754
2008m2,1.115466
2008m3,.9834514
2008m4,.4289321
2008m5,-.1356312
2008m6,-.3473827
2008m7,-.2663394
2008m8,-.4938323
2008m9,-.558353
2008m10,-.5069695
2008m11,-.7682399
2008m12,-.7317597
2009m1,-.7020167
2009m2,-.6836099
2009m3,-.4899143
2009m4,-.4366672
2009m5,-.3894528
2009m6,-.2422431
2009m7,-.3956724
2009m8,-.7142726
2009m9,-.3970893
2009m10,.4590639
2009m11,1.132359
2009m12,.7818511
2010m1,.1407441
2010m2,.262447
2010m3,.5285752
2010m4,1.000432
2010m5,.9827978
2010m6,.2869431
2010m7,-.4287479
2010m8,-.7429107
2010m9,-.2738746
2010m10,.3221849
2010m11,.5500164
2010m12,.6743897
2011m1,1.021336
2011m2,1.519477
2011m3,1.836817
2011m4,1.996931
2011m5,1.717161
2011m6,1.276231
2011m7,.9443246
2011m8,.8672171
2011m9,1.166301
2011m10,1.099464
2011m11,.8370643
2011m12,.7755714
2012m1,.6909821
2012m2,.9966067
2012m3,1.466288
2012m4,1.665388
2012m5,1.411909
2012m6,.971242
2012m7,.5803812
2012m8,.6155394
2012m9,1.110749
2012m10,1.519542
2012m11,1.421206
2012m12,1.041668
2013m1,.8102762
2013m2,1.10873
2013m3,1.41466
2013m4,1.530831
2013m5,1.558529
2013m6,1.537607
2013m7,1.437991
2013m8,1.214241
2013m9,1.242022
2013m10,1.441095
2013m11,1.668947
2013m12,1.360108
2014m1,.7781587
2014m2,.8336394
2014m3,.9747471
2014m4,1.043822
2014m5,.9875925
2014m6,.7382951
2014m7,.7048196
2014m8,.7496817
2014m9,.792684
2014m10,.8775139
2014m11,.8096844
2014m12,.2618515
2015m1,-.1264844
2015m2,-.166667
2015m3,-.1353257
2015m4,.0504653
2015m5,.3771967
2015m6,.3550078
2015m7,.3233151
2015m8,.4244354
2015m9,.6054959
2015m10,.5926763
2015m11,.5389948
2015m12,.6127324
2016m1,.4603132
2016m2,.4829881
2016m3,.2519951
2016m4,-.0753597
