region,date,juifs
Poitou-Charentes,2013m1,-.84306657
Poitou-Charentes,2013m2,-.21432574
Poitou-Charentes,2013m3,.16354516
Poitou-Charentes,2013m4,-.94796807
Poitou-Charentes,2013m5,-.15222101
Poitou-Charentes,2013m6,.37859511
Poitou-Charentes,2013m7,-.22418383
Poitou-Charentes,2013m8,-.23722363
Poitou-Charentes,2013m9,-.24370874
Poitou-Charentes,2013m10,-.40687498
Poitou-Charentes,2013m11,.088507757
Poitou-Charentes,2013m12,1.2496105
Poitou-Charentes,2014m1,2.4064262
Poitou-Charentes,2014m2,.058876924
Poitou-Charentes,2014m3,-.04157754
Poitou-Charentes,2014m4,.049656365
Poitou-Charentes,2014m5,.086468637
Poitou-Charentes,2014m6,-.38363314
Poitou-Charentes,2014m7,.12901136
Poitou-Charentes,2014m8,-.29433903
Poitou-Charentes,2014m9,-.34366095
Poitou-Charentes,2014m10,.36266533
Poitou-Charentes,2014m11,-.18325488
Poitou-Charentes,2014m12,-.28838107
Poitou-Charentes,2015m1,1.800525
Poitou-Charentes,2015m2,.55103588
Poitou-Charentes,2015m3,.82874203
Poitou-Charentes,2015m4,.29154938
Poitou-Charentes,2015m5,-.016721018
Poitou-Charentes,2015m6,-.18817417
Poitou-Charentes,2015m7,-.25450289
Poitou-Charentes,2015m8,-.24838515
Poitou-Charentes,2015m9,-.721515
Poitou-Charentes,2015m10,.16832049
Poitou-Charentes,2015m11,-.30910236
Poitou-Charentes,2015m12,-.28125986
Poitou-Charentes,2016m1,.37297863
Poitou-Charentes,2016m2,.099733949
Poitou-Charentes,2016m3,.031092145
Poitou-Charentes,2016m4,-.29230118
Poitou-Charentes,2016m5,.076116182
Poitou-Charentes,2016m6,.037839238
Poitou-Charentes,2016m7,-.54143232
Poitou-Charentes,2016m8,.12468689
Poitou-Charentes,2016m9,-.76718503
Poitou-Charentes,2016m10,-.25039685
Poitou-Charentes,2016m11,-.41337842
Poitou-Charentes,2016m12,-.24943367
Poitou-Charentes,2017m1,-.34470773
Poitou-Charentes,2017m2,-.15819229
Poitou-Charentes,2017m3,.44255078
