region,date,islam
Pays de la Loire,2013m1,-1.0350056
Pays de la Loire,2013m2,-1.0807306
Pays de la Loire,2013m3,-.2990323
Pays de la Loire,2013m4,-.58715773
Pays de la Loire,2013m5,.56499612
Pays de la Loire,2013m6,-.14719191
Pays de la Loire,2013m7,-.20897977
Pays de la Loire,2013m8,-.46944207
Pays de la Loire,2013m9,-.44214928
Pays de la Loire,2013m10,.49369562
Pays de la Loire,2013m11,.135236
Pays de la Loire,2013m12,-.53580111
Pays de la Loire,2014m1,-.22746088
Pays de la Loire,2014m2,-.5641644
Pays de la Loire,2014m3,-.38238546
Pays de la Loire,2014m4,-.20215899
Pays de la Loire,2014m5,-.40873045
Pays de la Loire,2014m6,-.22803177
Pays de la Loire,2014m7,-.27195954
Pays de la Loire,2014m8,.26222169
Pays de la Loire,2014m9,.080407105
Pays de la Loire,2014m10,-.60858631
Pays de la Loire,2014m11,.55112737
Pays de la Loire,2014m12,.48250428
Pays de la Loire,2015m1,3.1582944
Pays de la Loire,2015m2,.32331413
Pays de la Loire,2015m3,.41860992
Pays de la Loire,2015m4,-.8674556
Pays de la Loire,2015m5,.44767836
Pays de la Loire,2015m6,-.13697568
Pays de la Loire,2015m7,-.82579923
Pays de la Loire,2015m8,-.32293522
Pays de la Loire,2015m9,.52434254
Pays de la Loire,2015m10,-.15391636
Pays de la Loire,2015m11,1.2799933
Pays de la Loire,2015m12,.92315257
Pays de la Loire,2016m1,-.17122088
Pays de la Loire,2016m2,-.26769406
Pays de la Loire,2016m3,-.34457812
Pays de la Loire,2016m4,.39766732
Pays de la Loire,2016m5,.20573443
Pays de la Loire,2016m6,-.50342858
Pays de la Loire,2016m7,.48809671
Pays de la Loire,2016m8,.52515113
Pays de la Loire,2016m9,.00026418641
Pays de la Loire,2016m10,-.31941941
Pays de la Loire,2016m11,.14251356
Pays de la Loire,2016m12,-.0026305802
Pays de la Loire,2017m1,.12161796
Pays de la Loire,2017m2,-.26803359
Pays de la Loire,2017m3,-.26808625
