date,cat_summer_leisure
2008m1,-.5221266
2008m2,-.1691697
2008m3,.3063077
2008m4,.8301591
2008m5,1.264705
2008m6,1.436767
2008m7,1.141449
2008m8,.5168779
2008m9,-.157608
2008m10,-.661509
2008m11,-.8961179
2008m12,-.905212
2009m1,-.6951293
2009m2,-.3854074
2009m3,.0670173
2009m4,.6058526
2009m5,1.188229
2009m6,1.517115
2009m7,1.351421
2009m8,.7140206
2009m9,.0284366
2009m10,-.4395274
2009m11,-.6851267
2009m12,-.6807054
2010m1,-.3927247
2010m2,.0344543
2010m3,.6834908
2010m4,1.508281
2010m5,2.299644
2010m6,2.69191
2010m7,2.377824
2010m8,1.506856
2010m9,.5061407
2010m10,-.2314897
2010m11,-.7231315
2010m12,-.909847
2011m1,-.851717
2011m2,-.5865549
2011m3,-.1249177
2011m4,.4864593
2011m5,1.052429
2011m6,1.28817
2011m7,.9749177
2011m8,.2371033
2011m9,-.4425688
2011m10,-.9085642
2011m11,-1.168392
2011m12,-1.227143
2012m1,-1.072306
2012m2,-.7084934
2012m3,-.1358807
2012m4,.4701772
2012m5,1.035654
2012m6,1.298452
2012m7,.994185
2012m8,.2913744
2012m9,-.3940707
2012m10,-.8888424
2012m11,-1.144097
2012m12,-1.146366
2013m1,-.9880816
2013m2,-.7154701
2013m3,-.3155695
2013m4,.2155093
2013m5,.7554289
2013m6,.988282
2013m7,.7336494
2013m8,.1384178
2013m9,-.4652797
2013m10,-.8841
2013m11,-1.102583
2013m12,-1.115582
2014m1,-.9829453
2014m2,-.741336
2014m3,-.3275735
2014m4,.2169127
2014m5,.7525905
2014m6,.9255347
2014m7,.6410533
2014m8,.0563573
2014m9,-.5138268
2014m10,-.9140037
2014m11,-1.15039
2014m12,-1.172444
2015m1,-.9988973
2015m2,-.7023473
2015m3,-.2703025
2015m4,.1717338
2015m5,.569321
2015m6,.8241613
2015m7,.6199448
2015m8,.123889
2015m9,-.4217989
2015m10,-.8700464
2015m11,-1.178663
2015m12,-1.239409
2016m1,-1.096325
2016m2,-.805523
2016m3,-.3733993
2016m4,.1619756
