date,cat_health_conditions
2011m1,-.0085413
2011m2,.7828514
2011m3,1.075467
2011m4,.6987916
2011m5,-.0623854
2011m6,-.8322223
2011m7,-1.253169
2011m8,-1.145874
2011m9,-.4680648
2011m10,.0162427
2011m11,.0604185
2011m12,-.2030685
2012m1,.081281
2012m2,.5747867
2012m3,.7340244
2012m4,.4087116
2012m5,-.3897786
2012m6,-1.048605
2012m7,-1.295505
2012m8,-.9843539
2012m9,-.2575621
2012m10,.2265125
2012m11,.1622814
2012m12,-.1573723
2013m1,-.0509657
2013m2,.2626389
2013m3,.3151478
2013m4,.1404831
2013m5,-.5388967
2013m6,-1.210692
2013m7,-1.390391
2013m8,-1.037334
2013m9,-.2550067
2013m10,.3034226
2013m11,.326869
2013m12,-.060051
2014m1,-.0663068
2014m2,.3602836
2014m3,.6674087
2014m4,.5989001
2014m5,.0277586
2014m6,-.533291
2014m7,-.7050588
2014m8,-.4302388
2014m9,.2637669
2014m10,.606553
2014m11,.3796516
2014m12,.0240971
2015m1,.0479227
2015m2,.4407064
2015m3,.7508985
2015m4,.5671425
2015m5,-.1829042
2015m6,-.722006
2015m7,-.815826
2015m8,-.4471301
2015m9,.2585707
2015m10,.6180762
2015m11,.4490754
2015m12,.0651049
2016m1,.1609871
2016m2,.718785
2016m3,1.327095
2016m4,2.049886
