date,swb_enjoyment
2008m1,-1.265929
2008m2,-.5334464
2008m3,-.0019961
2008m4,.3326622
2008m5,.2282656
2008m6,.0157713
2008m7,-.1520763
2008m8,-.1779198
2008m9,-.2199302
2008m10,-.1167959
2008m11,-.1950409
2008m12,-.9197317
2009m1,-1.470572
2009m2,-1.146619
2009m3,-.7595054
2009m4,-.4019431
2009m5,-.5563974
2009m6,-.8931187
2009m7,-1.062086
2009m8,-.9637008
2009m9,-.6273538
2009m10,-.6026347
2009m11,-.6817663
2009m12,-1.067123
2010m1,-1.428077
2010m2,-1.254581
2010m3,-.9729013
2010m4,-.5171857
2010m5,-.2169981
2010m6,-.3051946
2010m7,-.6864853
2010m8,-1.109255
2010m9,-1.131162
2010m10,-1.027145
2010m11,-.9533115
2010m12,-.7970048
2011m1,-.7337768
2011m2,-.4998851
2011m3,-.4277287
2011m4,-.4674069
2011m5,-.433417
2011m6,-.495967
2011m7,-.6272514
2011m8,-.7647029
2011m9,-.4612212
2011m10,-.1023915
2011m11,.0921303
2011m12,.076761
2012m1,.0195269
2012m2,.2286433
2012m3,.4316567
2012m4,.4914467
2012m5,.5015851
2012m6,.4609388
2012m7,.4621042
2012m8,.3636512
2012m9,.3345792
2012m10,.4394058
2012m11,.4516113
2012m12,.3912272
2013m1,.3296199
2013m2,.5313393
2013m3,.8129672
2013m4,.9380364
2013m5,.698671
2013m6,.6243262
2013m7,.6492798
2013m8,.6096042
2013m9,.5300086
2013m10,.5723847
2013m11,.7991291
2013m12,.7980624
2014m1,.6485488
2014m2,.7186652
2014m3,1.039396
2014m4,1.308073
2014m5,1.432121
2014m6,1.284215
2014m7,.9825221
2014m8,.8328108
2014m9,.9006911
2014m10,1.064181
2014m11,1.161477
2014m12,.9948763
2015m1,.6859024
2015m2,.9792115
2015m3,1.352471
2015m4,1.460136
2015m5,1.372372
2015m6,1.17972
2015m7,.7681116
2015m8,.3509029
2015m9,.4427955
2015m10,.8890685
2015m11,1.252941
2015m12,1.374146
2016m1,1.253744
2016m2,1.469779
2016m3,1.716221
2016m4,1.956996
