date,swb_respect
2008m1,-.7354703
2008m2,-1.39035
2008m3,-1.649495
2008m4,-1.195887
2008m5,-.813863
2008m6,-.2226899
2008m7,.3660079
2008m8,.979288
2008m9,1.328993
2008m10,1.21579
2008m11,.8936368
2008m12,.3361175
2009m1,.2185895
2009m2,-.2234813
2009m3,-.4170681
2009m4,-.4193023
2009m5,-.3136826
2009m6,-.2587664
2009m7,.0522446
2009m8,.6948354
2009m9,1.262295
2009m10,1.473188
2009m11,1.507327
2009m12,1.398012
2010m1,1.545463
2010m2,1.370713
2010m3,1.394818
2010m4,1.615472
2010m5,1.759687
2010m6,1.818485
2010m7,1.486719
2010m8,1.358025
2010m9,1.460666
2010m10,1.371867
2010m11,1.202985
2010m12,1.420501
2011m1,1.913388
2011m2,2.083673
2011m3,1.887807
2011m4,1.581843
2011m5,1.505002
2011m6,1.557073
2011m7,1.592383
2011m8,1.665647
2011m9,1.724403
2011m10,1.556366
2011m11,1.702184
2011m12,1.765693
2012m1,1.885352
2012m2,1.583992
2012m3,1.212568
2012m4,.8091674
2012m5,.8645301
2012m6,1.130696
2012m7,1.210751
2012m8,1.444034
2012m9,1.486332
2012m10,1.343881
2012m11,1.103433
2012m12,.9094404
2013m1,1.105288
2013m2,1.165597
2013m3,1.032216
2013m4,.9290426
2013m5,1.125271
2013m6,1.427597
2013m7,1.597594
2013m8,1.752256
2013m9,1.734629
2013m10,1.586747
2013m11,1.495686
2013m12,1.637754
2014m1,2.044694
2014m2,2.078606
2014m3,1.688766
2014m4,1.53766
2014m5,1.669433
2014m6,1.812142
2014m7,1.708397
2014m8,1.533567
2014m9,1.253275
2014m10,1.079906
2014m11,1.161969
2014m12,1.26009
2015m1,1.288187
2015m2,1.131704
2015m3,.8794137
2015m4,.7639119
2015m5,.8986761
2015m6,.9842738
2015m7,1.007207
2015m8,.8396652
2015m9,.617131
2015m10,.3232228
2015m11,.3003565
2015m12,.5818534
2016m1,1.093132
2016m2,1.012934
2016m3,.2913703
2016m4,-.7573029
