date,cat_family
2011m1,.2209425
2011m2,.2675396
2011m3,.2896484
2011m4,.2046057
2011m5,-.0098712
2011m6,-.2091179
2011m7,.0967759
2011m8,.8157768
2011m9,1.408759
2011m10,1.740403
2011m11,1.371705
2011m12,.8067943
2012m1,.5590972
2012m2,.469263
2012m3,.4232666
2012m4,.1033934
2012m5,-.2085205
2012m6,-.3303853
2012m7,-.0767089
2012m8,.6894538
2012m9,1.417297
2012m10,1.731378
2012m11,1.44742
2012m12,1.019662
2013m1,.5942028
2013m2,.532267
2013m3,.7419277
2013m4,.5469543
2013m5,-.3203896
2013m6,-1.084126
2013m7,-1.152242
2013m8,-.5574123
2013m9,.2459666
2013m10,.8389359
2013m11,.7564147
2013m12,.3155873
2014m1,-.2410254
2014m2,-.632009
2014m3,-.7641673
2014m4,-1.072024
2014m5,-1.485054
2014m6,-1.686817
2014m7,-1.395509
2014m8,-.7431949
2014m9,-.1771696
2014m10,.043782
2014m11,-.1619451
2014m12,-.3484477
2015m1,-.4270223
2015m2,-.4650004
2015m3,-.5729718
2015m4,-.7424127
2015m5,-1.082479
2015m6,-1.33297
2015m7,-1.250141
2015m8,-.8187351
2015m9,-.4022541
2015m10,-.110039
2015m11,.0194856
2015m12,-.12359
2016m1,-.3034883
2016m2,-.3353245
2016m3,.0963989
2016m4,.8074606
