region,date,travail
Picardie,2013m1,.13673784
Picardie,2013m2,-.42246145
Picardie,2013m3,.71266592
Picardie,2013m4,.28815505
Picardie,2013m5,.62215066
Picardie,2013m6,.53921497
Picardie,2013m7,-1.0354055
Picardie,2013m8,-1.2310176
Picardie,2013m9,1.0617316
Picardie,2013m10,.61779618
Picardie,2013m11,.10707974
Picardie,2013m12,-1.4904597
Picardie,2014m1,.59263754
Picardie,2014m2,.8612482
Picardie,2014m3,1.0628704
Picardie,2014m4,.5652687
Picardie,2014m5,.96329993
Picardie,2014m6,-.25888994
Picardie,2014m7,-1.5251393
Picardie,2014m8,-1.6749629
Picardie,2014m9,.92118597
Picardie,2014m10,.91074717
Picardie,2014m11,-.066774644
Picardie,2014m12,-1.4181857
Picardie,2015m1,.60895818
Picardie,2015m2,.9403708
Picardie,2015m3,.7176376
Picardie,2015m4,-.07418637
Picardie,2015m5,-.19595858
Picardie,2015m6,.0098969117
Picardie,2015m7,-.99587512
Picardie,2015m8,-.31084049
Picardie,2015m9,.99563599
Picardie,2015m10,.68282014
Picardie,2015m11,.16208369
Picardie,2015m12,-1.2124327
Picardie,2016m1,.47712702
Picardie,2016m2,.70908582
Picardie,2016m3,.18422066
Picardie,2016m4,.19879234
Picardie,2016m5,-.15187706
Picardie,2016m6,-.10251296
Picardie,2016m7,-1.5090994
Picardie,2016m8,-2.0675764
Picardie,2016m9,.62908065
Picardie,2016m10,-.1221106
Picardie,2016m11,-.42636701
Picardie,2016m12,-1.6439427
Picardie,2017m1,.49174774
Picardie,2017m2,.87423331
Picardie,2017m3,.9295069
