date,cat_financial_security
2008m1,.2924718
2008m2,-.3397809
2008m3,-.608808
2008m4,-.6458901
2008m5,-.705391
2008m6,-.7903719
2008m7,-.8340393
2008m8,-.7189249
2008m9,-.2302126
2008m10,-.024537
2008m11,-.3262777
2008m12,-.593319
2009m1,-.571064
2009m2,-.553642
2009m3,-.6075558
2009m4,-.6742681
2009m5,-.7728972
2009m6,-.7441792
2009m7,-.6145698
2009m8,-.686952
2009m9,-.573961
2009m10,.107438
2009m11,.91095
2009m12,1.818214
2010m1,2.693328
2010m2,2.661119
2010m3,2.324822
2010m4,1.822057
2010m5,1.611247
2010m6,1.873947
2010m7,1.985548
2010m8,1.740331
2010m9,1.224541
2010m10,.957451
2010m11,.8175961
2010m12,.8226039
2011m1,.7182731
2011m2,.4762557
2011m3,.1537526
2011m4,-.1401031
2011m5,-.3018683
2011m6,-.0792842
2011m7,.1621503
2011m8,.0847078
2011m9,-.2781822
2011m10,-.5004103
2011m11,-.5347766
2011m12,-.4078378
2012m1,-.0417407
2012m2,.0180594
2012m3,-.1616195
2012m4,-.3823663
2012m5,-.6159221
2012m6,-.7698587
2012m7,-.9218721
2012m8,-.9804963
2012m9,-.9571495
2012m10,-.8659601
2012m11,-.7060578
2012m12,-.3870589
2013m1,.198262
2013m2,.4125386
2013m3,.2859544
2013m4,-.0214326
2013m5,-.3954262
2013m6,-.7950493
2013m7,-1.169205
2013m8,-1.449163
2013m9,-1.45034
2013m10,-1.178576
2013m11,-.9428908
2013m12,-.5173882
2014m1,.0029325
2014m2,.1433696
2014m3,.0084868
2014m4,-.1670337
2014m5,-.2320031
2014m6,-.0753406
2014m7,-.0551632
2014m8,-.2197494
2014m9,-.3738911
2014m10,-.4035676
2014m11,-.3979129
2014m12,-.2042554
2015m1,.2319589
2015m2,.4848032
2015m3,.51758
2015m4,.3916065
2015m5,.1492426
2015m6,.163235
2015m7,.1968365
2015m8,-.0006019
2015m9,-.3539727
2015m10,-.5084839
2015m11,-.4548068
2015m12,-.1853852
2016m1,.3607031
2016m2,.7641992
2016m3,1.105834
2016m4,1.506437
