region,date,solidarite
Bourgogne,2013m1,.46516377
Bourgogne,2013m2,-.083175302
Bourgogne,2013m3,.20259933
Bourgogne,2013m4,.11317378
Bourgogne,2013m5,.1613842
Bourgogne,2013m6,-.071297735
Bourgogne,2013m7,-.58711308
Bourgogne,2013m8,-.85252833
Bourgogne,2013m9,.18057624
Bourgogne,2013m10,-.12488719
Bourgogne,2013m11,.065762527
Bourgogne,2013m12,-.44774634
Bourgogne,2014m1,.22336261
Bourgogne,2014m2,-.023682043
Bourgogne,2014m3,-.20126764
Bourgogne,2014m4,.14544487
Bourgogne,2014m5,-.16099155
Bourgogne,2014m6,-.55482733
Bourgogne,2014m7,-.49098805
Bourgogne,2014m8,-.66837996
Bourgogne,2014m9,.24870749
Bourgogne,2014m10,.24094631
Bourgogne,2014m11,-.0019852445
Bourgogne,2014m12,-.27046081
Bourgogne,2015m1,.0083696395
Bourgogne,2015m2,-.14929488
Bourgogne,2015m3,.25707194
Bourgogne,2015m4,-.058112327
Bourgogne,2015m5,.23597017
Bourgogne,2015m6,.0015711524
Bourgogne,2015m7,-.43688741
Bourgogne,2015m8,-.37973821
Bourgogne,2015m9,.51420194
Bourgogne,2015m10,.40125969
Bourgogne,2015m11,.24051437
Bourgogne,2015m12,-.020403095
Bourgogne,2016m1,.53711796
Bourgogne,2016m2,.27917925
Bourgogne,2016m3,.70524514
Bourgogne,2016m4,-.32975894
Bourgogne,2016m5,.19964655
Bourgogne,2016m6,-.17383401
Bourgogne,2016m7,-.44597006
Bourgogne,2016m8,-.35410458
Bourgogne,2016m9,.56123894
Bourgogne,2016m10,.13962857
Bourgogne,2016m11,.40759781
Bourgogne,2016m12,.18974929
Bourgogne,2017m1,-.009460968
Bourgogne,2017m2,.1837779
Bourgogne,2017m3,.60162395
