date,cat_financial_security
2011m1,1.872683
2011m2,1.462626
2011m3,.9861957
2011m4,.5750518
2011m5,.2895933
2011m6,.6493481
2011m7,1.170885
2011m8,1.14472
2011m9,.5561191
2011m10,-.244554
2011m11,-1.126079
2011m12,-1.390241
2012m1,-.6145075
2012m2,.2983167
2012m3,.5787163
2012m4,.3274883
2012m5,-.038385
2012m6,-.1054725
2012m7,-.113051
2012m8,-.1397065
2012m9,-.291737
2012m10,-.3657921
2012m11,-.3831987
2012m12,-.2827269
2013m1,-.0018096
2013m2,.145157
2013m3,.3647376
2013m4,.2800777
2013m5,.0305812
2013m6,-.1322451
2013m7,-.5362308
2013m8,-1.042231
2013m9,-1.299746
2013m10,-1.209174
2013m11,-1.120824
2013m12,-.8220387
2014m1,-.3947192
2014m2,-.3255277
2014m3,-.5685238
2014m4,-.8016695
2014m5,-.8122289
2014m6,-.5725651
2014m7,-.4941749
2014m8,-.6461393
2014m9,-.6369062
2014m10,-.4351003
2014m11,-.157444
2014m12,.4530455
2015m1,1.286302
2015m2,1.543085
2015m3,1.3239
2015m4,.8993092
2015m5,.4570129
2015m6,.2614106
2015m7,.0187045
2015m8,-.3635815
2015m9,-.8349121
2015m10,-.9876633
2015m11,-.8978543
2015m12,-.4759814
2016m1,.2595439
2016m2,.8001012
2016m3,1.144978
2016m4,1.485052
