date,cat_personal_security
2008m1,-1.002994
2008m2,-.8330244
2008m3,-.7272511
2008m4,-.8120336
2008m5,-.9817228
2008m6,-.9429365
2008m7,-.8857176
2008m8,-.7938423
2008m9,-.6837876
2008m10,-.5149766
2008m11,-.0235872
2008m12,.2124136
2009m1,.242016
2009m2,.3699255
2009m3,.3860915
2009m4,.1699807
2009m5,-.2486439
2009m6,-.5890159
2009m7,-.7540709
2009m8,-.8088607
2009m9,-.4587785
2009m10,.2875183
2009m11,.8181519
2009m12,1.019211
2010m1,1.162495
2010m2,1.058647
2010m3,.969951
2010m4,.8806247
2010m5,.6413734
2010m6,.2964101
2010m7,-.0469912
2010m8,-.3480897
2010m9,-.4126157
2010m10,-.2429235
2010m11,.0983942
2010m12,.2767217
2011m1,.0996318
2011m2,-.0948786
2011m3,-.1925167
2011m4,-.2540872
2011m5,-.4079292
2011m6,-.5954421
2011m7,-.6005539
2011m8,-.5017229
2011m9,-.2462178
2011m10,-.0586621
2011m11,.0509038
2011m12,-.0546793
2012m1,-.227102
2012m2,-.2344334
2012m3,-.2107797
2012m4,-.2734922
2012m5,-.3653652
2012m6,-.3445143
2012m7,-.0804234
2012m8,-.2173952
2012m9,-.1055378
2012m10,.3890256
2012m11,1.497497
2012m12,2.816277
2013m1,2.857052
2013m2,2.012603
2013m3,1.343894
2013m4,1.039193
2013m5,.3476921
2013m6,-.3447677
2013m7,-.8553391
2013m8,-1.094711
2013m9,-.9826332
2013m10,-.7474256
2013m11,-.4296559
2013m12,-.2126453
2014m1,-.213375
2014m2,-.1763892
2014m3,-.2201626
2014m4,-.3770095
2014m5,-.6039537
2014m6,-.734125
2014m7,-.6878628
2014m8,-.5535061
2014m9,-.3817617
2014m10,-.2840978
2014m11,-.2765872
2014m12,-.1987187
2015m1,-.0660247
2015m2,-.1283229
2015m3,-.2942241
2015m4,-.423645
2015m5,-.5241079
2015m6,-.5524762
2015m7,-.473546
2015m8,-.3349406
2015m9,.2011726
2015m10,1.153491
2015m11,2.117531
2015m12,1.968074
2016m1,1.235652
2016m2,.6008345
2016m3,.4084184
2016m4,.3207461
