date,swb_respect
2011m1,.8636139
2011m2,.7130526
2011m3,.6634792
2011m4,.7829693
2011m5,.3408275
2011m6,-.3312239
2011m7,-.7242076
2011m8,-1.138939
2011m9,-.9496468
2011m10,-.32287
2011m11,.5297665
2011m12,.8981723
2012m1,.7920101
2012m2,.1361948
2012m3,-.5631986
2012m4,-1.15792
2012m5,-1.505454
2012m6,-1.255384
2012m7,-.5134596
2012m8,-.1314008
2012m9,.2189626
2012m10,.7241221
2012m11,1.158017
2012m12,.9760264
2013m1,.5744658
2013m2,.1949065
2013m3,-.3748184
2013m4,-.8128802
2013m5,-1.155315
2013m6,-.9871509
2013m7,-.4475523
2013m8,.0493216
2013m9,.7093329
2013m10,1.133921
2013m11,1.209454
2013m12,1.20153
2014m1,.9923852
2014m2,.8215582
2014m3,.8495758
2014m4,.9050608
2014m5,.5706629
2014m6,.0539738
2014m7,-.0421591
2014m8,-.2127581
2014m9,.1120746
2014m10,.4721303
2014m11,.7108064
2014m12,.7511891
2015m1,.7345798
2015m2,.6514639
2015m3,.3412513
2015m4,-.2239334
2015m5,-.542452
2015m6,-.2316699
2015m7,.2546346
2015m8,.1645888
2015m9,.0471779
2015m10,.276224
2015m11,.7579667
2015m12,1.002848
2016m1,1.100683
2016m2,1.026767
2016m3,.8771492
2016m4,.7012232
