date,swb_worry
2011m1,.0314115
2011m2,.061059
2011m3,-.2904252
2011m4,-.8077775
2011m5,-1.13596
2011m6,-.9878904
2011m7,-.7348221
2011m8,-.270423
2011m9,.0433394
2011m10,-.1125915
2011m11,-.488272
2011m12,-.7727569
2012m1,-.9397178
2012m2,-1.145413
2012m3,-1.476484
2012m4,-1.650873
2012m5,-1.686403
2012m6,-1.798257
2012m7,-1.781426
2012m8,-1.633971
2012m9,-1.283427
2012m10,-.8484366
2012m11,-.4853961
2012m12,-.4148719
2013m1,-.7343201
2013m2,-1.244964
2013m3,-1.750764
2013m4,-2.089509
2013m5,-1.957261
2013m6,-1.52465
2013m7,-.8318396
2013m8,-.6316242
2013m9,-.7587889
2013m10,-1.098313
2013m11,-1.573255
2013m12,-1.678008
2014m1,-1.722739
2014m2,-1.948835
2014m3,-2.183878
2014m4,-2.143737
2014m5,-1.834788
2014m6,-1.88355
2014m7,-2.033197
2014m8,-2.129638
2014m9,-2.105578
2014m10,-2.081447
2014m11,-2.213641
2014m12,-2.422122
2015m1,-2.508258
2015m2,-2.598748
2015m3,-2.729837
2015m4,-2.844315
2015m5,-2.969463
2015m6,-3.031602
2015m7,-2.976866
2015m8,-2.7689
2015m9,-2.50329
2015m10,-2.383247
2015m11,-2.458233
2015m12,-2.740695
2016m1,-2.968409
2016m2,-2.969683
2016m3,-2.912205
2016m4,-2.777655
