date,cat_housing
2008m1,1.829251
2008m2,1.378534
2008m3,1.047462
2008m4,.6610806
2008m5,.2041573
2008m6,-.0728187
2008m7,-.3337052
2008m8,-.4353606
2008m9,-.1534678
2008m10,.3263341
2008m11,1.08652
2008m12,2.208337
2009m1,2.523838
2009m2,2.240587
2009m3,1.97192
2009m4,1.546709
2009m5,1.131399
2009m6,.7942784
2009m7,.4452647
2009m8,.2753798
2009m9,.3322388
2009m10,.594475
2009m11,.5604684
2009m12,.4279011
2010m1,.5289335
2010m2,.8634904
2010m3,1.110209
2010m4,1.1762
2010m5,1.15863
2010m6,1.334639
2010m7,1.504772
2010m8,1.535802
2010m9,1.320034
2010m10,1.060809
2010m11,.6165697
2010m12,.1511839
2011m1,-.2058783
2011m2,-.4078958
2011m3,-.5464677
2011m4,-.610209
2011m5,-.5408781
2011m6,-.2858391
2011m7,.0860015
2011m8,.515354
2011m9,.6160482
2011m10,.5498212
2011m11,.2608115
2011m12,.0458622
2012m1,.0717659
2012m2,.1108479
2012m3,.0757942
2012m4,.0281645
2012m5,.1008494
2012m6,.2835767
2012m7,.2591319
2012m8,-.0277014
2012m9,-.2516122
2012m10,-.3494307
2012m11,-.4139383
2012m12,-.4041079
2013m1,-.2968091
2013m2,-.221071
2013m3,-.2160119
2013m4,-.2447405
2013m5,-.27771
2013m6,-.2504539
2013m7,-.3802962
2013m8,-.6483636
2013m9,-.9402596
2013m10,-1.167933
2013m11,-1.337021
2013m12,-1.333453
2014m1,-1.18478
2014m2,-1.068969
2014m3,-.9811096
2014m4,-.9184673
2014m5,-.930039
2014m6,-.9797762
2014m7,-1.111627
2014m8,-1.307406
2014m9,-1.408638
2014m10,-1.423565
2014m11,-1.370532
2014m12,-1.214392
2015m1,-.9786469
2015m2,-.842681
2015m3,-.7571946
2015m4,-.747337
2015m5,-.7356541
2015m6,-.6485537
2015m7,-.6045767
2015m8,-.6601248
2015m9,-.8245807
2015m10,-.9584336
2015m11,-1.037335
2015m12,-.9718146
2016m1,-.8047119
2016m2,-.5246933
2016m3,-.1092158
2016m4,.5068512
