family_stress_f
1.16158
-.004011
-.1404464
-.2052838
-.4181739
-.4576831
.8352237
-.0158544
-.6930321
-1.138634
-.1478928
-.7697501
-.4396589
-.4592026
-.6373872
-1.045333
.4251992
-.6411912
1.499399
2.015822
2.571919
-1.562801
-.0878222
.1189963
1.346164
1.124227
-.1958477
-.1891859
-1.023312
.8093847
.6244774
2.814451
-.3066187
-.6728846
-1.491599
-.8067966
-1.012861
.0532097
-.47025
-.3594902
-.3303315
.7260497
1.916587
1.584861
1.002825
.4771449
-.7772105
-1.035081
-1.675939
-.7457219
-.6516139
.3845088
-.605448
-.6343521
.6386721
.2951041
-.5771052
