date,swb_enjoyment
2008m1,-.4979953
2008m2,-.1074485
2008m3,.2118877
2008m4,.3989262
2008m5,.441658
2008m6,.3347297
2008m7,.1841404
2008m8,.0284731
2008m9,-.3214836
2008m10,-.6255718
2008m11,-.7943155
2008m12,-1.195401
2009m1,-1.627051
2009m2,-1.295372
2009m3,-.9842462
2009m4,-.5255002
2009m5,-.2552956
2009m6,-.1754457
2009m7,-.4133385
2009m8,-.6600805
2009m9,-.6133943
2009m10,-.7650632
2009m11,-1.235186
2009m12,-1.684383
2010m1,-1.904898
2010m2,-1.241814
2010m3,-.344767
2010m4,.0326915
2010m5,-.0135659
2010m6,-.3370164
2010m7,-.9658402
2010m8,-1.4218
2010m9,-1.476017
2010m10,-1.131348
2010m11,-.9515242
2010m12,-.9567965
2011m1,-.8335025
2011m2,-.3375635
2011m3,.1412357
2011m4,.3350531
2011m5,.240653
2011m6,-.0316423
2011m7,-.4039381
2011m8,-.6385837
2011m9,-.6304588
2011m10,-.3724972
2011m11,.1901044
2011m12,.7314698
2012m1,1.011742
2012m2,1.123899
2012m3,1.071295
2012m4,.7241048
2012m5,.3973128
2012m6,.0695911
2012m7,-.1650069
2012m8,-.2284912
2012m9,-.2386814
2012m10,-.2949406
2012m11,-.349919
2012m12,-.5443333
2013m1,-.5945292
2013m2,-.2797188
2013m3,.157849
2013m4,.4952723
2013m5,.7424946
2013m6,.8116498
2013m7,.7083823
2013m8,.4126246
2013m9,.1531211
2013m10,.0427087
2013m11,.0338612
2013m12,-.0373036
2014m1,.0494765
2014m2,.3323525
2014m3,.6601154
2014m4,.91546
2014m5,1.105352
2014m6,.9746029
2014m7,.8126506
2014m8,.7865539
2014m9,1.032194
2014m10,1.268268
2014m11,1.237478
2014m12,.9897187
2015m1,.8683513
2015m2,1.031666
2015m3,1.192355
2015m4,1.34139
2015m5,1.201817
2015m6,.8711652
2015m7,.6190606
2015m8,.5736262
2015m9,.9046488
2015m10,1.334471
2015m11,1.618286
2015m12,1.570035
2016m1,1.393036
2016m2,1.433097
2016m3,1.647766
2016m4,2.091526
