date,swb_sadness
2008m1,-.7412749
2008m2,-.6217066
2008m3,-.6171008
2008m4,-.6891831
2008m5,-.5819872
2008m6,-.3028636
2008m7,-.1130963
2008m8,.0450133
2008m9,.0142034
2008m10,.3829859
2008m11,1.271572
2008m12,2.005766
2009m1,2.438411
2009m2,2.476983
2009m3,2.147422
2009m4,1.620087
2009m5,.9382505
2009m6,.6201403
2009m7,.4559843
2009m8,.2727498
2009m9,.14929
2009m10,.1284945
2009m11,.1145876
2009m12,.0008465
2010m1,-.3683783
2010m2,-.5061437
2010m3,-.8740124
2010m4,-1.215186
2010m5,-1.368956
2010m6,-1.105826
2010m7,-.6635762
2010m8,-.7460954
2010m9,-.9427639
2010m10,-.87018
2010m11,-.5306512
2010m12,-.2564422
2011m1,-.4680447
2011m2,-.6539881
2011m3,-.8783293
2011m4,-1.104153
2011m5,-1.158392
2011m6,-1.022277
2011m7,-.7214746
2011m8,-.3305532
2011m9,-.1743136
2011m10,-.2201015
2011m11,-.3057717
2011m12,-.4132907
2012m1,-.7617489
2012m2,-.9922823
2012m3,-1.134143
2012m4,-1.183956
2012m5,-1.137731
2012m6,-.8812846
2012m7,-.5082517
2012m8,-.2254695
2012m9,.0264136
2012m10,.3471152
2012m11,.6778819
2012m12,.7683906
2013m1,.1267208
2013m2,-.5429292
2013m3,-.9931751
2013m4,-1.141212
2013m5,-1.019506
2013m6,-.8120984
2013m7,-.5494546
2013m8,-.4203216
2013m9,-.3681234
2013m10,-.3105133
2013m11,-.1334013
2013m12,-.0752872
2014m1,-.4054124
2014m2,-.8588348
2014m3,-1.24323
2014m4,-1.401224
2014m5,-1.342805
2014m6,-1.267639
2014m7,-1.168002
2014m8,-1.022275
2014m9,-1.061542
2014m10,-1.108125
2014m11,-1.071419
2014m12,-1.147604
2015m1,-1.463671
2015m2,-1.740625
2015m3,-1.993642
2015m4,-2.092999
2015m5,-1.948143
2015m6,-1.573763
2015m7,-1.159896
2015m8,-.8160413
2015m9,-.5575737
2015m10,-.3589284
2015m11,-.1635781
2015m12,-.3245676
2016m1,-.9413566
2016m2,-1.444345
2016m3,-1.423313
2016m4,-1.131136
