date,cat_family_stress
2011m1,1.521094
2011m2,1.237501
2011m3,1.004847
2011m4,.9488007
2011m5,.9266294
2011m6,.860411
2011m7,.9178809
2011m8,.9439545
2011m9,.9221799
2011m10,.7886295
2011m11,.2929592
2011m12,-.151628
2012m1,-.4637644
2012m2,-.8878955
2012m3,-1.143812
2012m4,-.9385555
2012m5,-.387415
2012m6,.0988423
2012m7,.6347096
2012m8,.6378605
2012m9,.0856762
2012m10,-.3694102
2012m11,-.5577256
2012m12,-.1993654
2013m1,.4887109
2013m2,.4744989
2013m3,.3261962
2013m4,.1561712
2013m5,.0283866
2013m6,.2288709
2013m7,.4193308
2013m8,.2695328
2013m9,-.2343238
2013m10,-.5580903
2013m11,-.9068454
2013m12,-.9289971
2014m1,-.5197833
2014m2,.0415254
2014m3,.3184683
2014m4,.1711178
2014m5,.134601
2014m6,.0345376
2014m7,-.0424485
2014m8,-.0048319
2014m9,-.257028
2014m10,-.8619228
2014m11,-1.18823
2014m12,-1.03568
2015m1,-.4680671
2015m2,-.0046196
2015m3,.1447703
2015m4,-.1864113
2015m5,-.2355677
2015m6,.4086
2015m7,.8603066
2015m8,.7597829
2015m9,.1188268
2015m10,-.3209129
2015m11,-.5740898
2015m12,-.3552731
2016m1,.120379
2016m2,-.0810166
2016m3,-1.020879
2016m4,-2.442
