healthy_habits_f
2.378303
.4021103
-.5073708
-.7301093
-.7154827
.2745377
-.2562297
-1.0752
-1.506847
-2.129966
-1.474345
-.9272468
1.156576
.6588702
.5529064
.4300073
-.6534367
.0101422
.763926
-.4582384
-.6004726
-2.053331
-.3223393
-2.030783
.276401
.0324172
1.184188
.9827243
.7230473
1.154719
.3156016
-.015751
-.1269327
-1.314706
-1.178102
-.1189786
1.455951
.9877624
1.450742
.3776338
.3517657
.1918365
.7737277
-.0211376
-.4405769
-1.16094
-.3495662
-.5311937
1.194695
.6244493
.9119589
.6279104
.4916503
.8258057
.8012432
.5576744
-2.222002
