region,date,social
Aquitaine,2013m1,.3489795103669167
Aquitaine,2013m2,.3969084023556206
Aquitaine,2013m3,.1247495093848556
Aquitaine,2013m4,.1501700924709439
Aquitaine,2013m5,-.6654061004519463
Aquitaine,2013m6,.0188895110040903
Aquitaine,2013m7,-.6990623250603676
Aquitaine,2013m8,-.8117792829871178
Aquitaine,2013m9,.1592450551688671
Aquitaine,2013m10,.0840426790527999
Aquitaine,2013m11,.7883247584104538
Aquitaine,2013m12,-.5905032125883736
Aquitaine,2014m1,-.3250929235946387
Aquitaine,2014m2,-.1568910905625671
Aquitaine,2014m3,.4642543001100421
Aquitaine,2014m4,-.123652963899076
Aquitaine,2014m5,-.1199929602444172
Aquitaine,2014m6,-.74095468968153
Aquitaine,2014m7,-1.110209722071886
Aquitaine,2014m8,-.589610755443573
Aquitaine,2014m9,.492896101612132
Aquitaine,2014m10,-.2067221300676465
Aquitaine,2014m11,.046234117471613
Aquitaine,2014m12,-.9162333533167839
Aquitaine,2015m1,-.3267712234519422
Aquitaine,2015m2,.1474060080945492
Aquitaine,2015m3,-.0378679898567498
Aquitaine,2015m4,-.2607848274055868
Aquitaine,2015m5,-.2523069777525961
Aquitaine,2015m6,-.29039023257792
Aquitaine,2015m7,-.4911863841116428
Aquitaine,2015m8,-.769110826542601
Aquitaine,2015m9,.2203833982348442
Aquitaine,2015m10,.2243068916723132
Aquitaine,2015m11,-.2422505049034953
Aquitaine,2015m12,-.7673147681634873
Aquitaine,2016m1,.1372531726956367
Aquitaine,2016m2,-.2665300518274307
Aquitaine,2016m3,.2832411779090762
Aquitaine,2016m4,-.4515552166849375
Aquitaine,2016m5,-.633522005751729
Aquitaine,2016m6,
