region,date,terrorisme
Limousin,2013m1,-.47998416
Limousin,2013m2,-.37612846
Limousin,2013m3,-.75955796
Limousin,2013m4,-.57068956
Limousin,2013m5,-.41440046
Limousin,2013m6,-.48509166
Limousin,2013m7,-.60331035
Limousin,2013m8,-.37952006
Limousin,2013m9,-.55747432
Limousin,2013m10,-.44085193
Limousin,2013m11,-.23547193
Limousin,2013m12,-.55007499
Limousin,2014m1,-.59801304
Limousin,2014m2,-.60868549
Limousin,2014m3,-.49072686
Limousin,2014m4,-.67022872
Limousin,2014m5,-.35587594
Limousin,2014m6,-.17438041
Limousin,2014m7,-.3430813
Limousin,2014m8,-.38882953
Limousin,2014m9,-.39070171
Limousin,2014m10,-.15122275
Limousin,2014m11,-.2112924
Limousin,2014m12,.21585819
Limousin,2015m1,2.2553835
Limousin,2015m2,-.12077525
Limousin,2015m3,-.081573986
Limousin,2015m4,-.33305421
Limousin,2015m5,-.21834846
Limousin,2015m6,-.069233574
Limousin,2015m7,-.13827038
Limousin,2015m8,-.078967743
Limousin,2015m9,.15914758
Limousin,2015m10,-.17925408
Limousin,2015m11,4.2785602
Limousin,2015m12,.57803023
Limousin,2016m1,.030442098
Limousin,2016m2,-.32720673
Limousin,2016m3,.8220889
Limousin,2016m4,-.31508553
Limousin,2016m5,-.32599705
Limousin,2016m6,.60693371
Limousin,2016m7,2.2144701
Limousin,2016m8,-.021522572
Limousin,2016m9,.061298095
Limousin,2016m10,.058264054
Limousin,2016m11,-.21489464
Limousin,2016m12,.3664529
Limousin,2017m1,-.15176584
Limousin,2017m2,.56000412
Limousin,2017m3,-.084599927
