date,cat_personal_security
2011m1,.4836388
2011m2,.32633
2011m3,-.0184918
2011m4,-.4127322
2011m5,-.8225514
2011m6,-1.007435
2011m7,-1.07959
2011m8,-1.004824
2011m9,-.8651195
2011m10,-.8837245
2011m11,-.9008866
2011m12,-.9179444
2012m1,-.8799034
2012m2,-.8003777
2012m3,-.8165954
2012m4,-.896593
2012m5,-.9687776
2012m6,-.9722056
2012m7,-.8124229
2012m8,-.9153088
2012m9,-.9077242
2012m10,-.4062148
2012m11,.7599427
2012m12,2.094473
2013m1,2.328573
2013m2,1.607921
2013m3,.8725176
2013m4,.4695435
2013m5,.0798027
2013m6,.0989673
2013m7,.5948429
2013m8,1.030621
2013m9,1.157373
2013m10,.8180056
2013m11,.4760155
2013m12,.0595021
2014m1,-.1817164
2014m2,-.2116005
2014m3,-.0839534
2014m4,.188237
2014m5,.5711312
2014m6,.905358
2014m7,.7791331
2014m8,.3129946
2014m9,-.0677057
2014m10,-.3152743
2014m11,-.445171
2014m12,-.3776162
2015m1,-.2808109
2015m2,-.3925535
2015m3,-.5059884
2015m4,-.527681
2015m5,-.4914435
2015m6,-.3623612
2015m7,-.3902192
2015m8,-.3567223
2015m9,-.0553767
2015m10,.5564999
2015m11,1.223049
2015m12,1.274073
2016m1,.8155417
2016m2,.4006573
2016m3,.3901655
2016m4,.6607074
