date,swb_stress
2011m1,-.1131202
2011m2,-.155892
2011m3,-.3906977
2011m4,-.8134839
2011m5,-1.077564
2011m6,-1.044114
2011m7,-.5172819
2011m8,.2861116
2011m9,.5585129
2011m10,.4602106
2011m11,-.0934533
2011m12,-.387008
2012m1,-.0406252
2012m2,.3930408
2012m3,.23827
2012m4,-.2303643
2012m5,-.5552751
2012m6,-.8395259
2012m7,-.8275794
2012m8,-.4703566
2012m9,.0564912
2012m10,.3901864
2012m11,.1392688
2012m12,-.3615643
2013m1,-.5774912
2013m2,-.7625375
2013m3,-.910596
2013m4,-1.028315
2013m5,-1.299129
2013m6,-1.564082
2013m7,-1.699886
2013m8,-1.367044
2013m9,-1.043184
2013m10,-.6710769
2013m11,-.8768572
2013m12,-.8926395
2014m1,-.365529
2014m2,-.1114131
2014m3,-.3881112
2014m4,-.8778391
2014m5,-1.413484
2014m6,-1.736603
2014m7,-1.71171
2014m8,-1.445105
2014m9,-1.174797
2014m10,-.9037754
2014m11,-1.009709
2014m12,-.7217087
2015m1,-.0308946
2015m2,.2653685
2015m3,-.0340696
2015m4,-.6743273
2015m5,-1.400104
2015m6,-1.713784
2015m7,-1.529772
2015m8,-1.084996
2015m9,-.5962054
2015m10,-.566667
2015m11,-.9786856
2015m12,-1.094359
2016m1,-.5626374
2016m2,.3548682
2016m3,1.005635
2016m4,1.616502
