date,cat_health_worries
2011m1,2.26914
2011m2,1.946677
2011m3,1.55029
2011m4,1.304847
2011m5,1.139256
2011m6,.984655
2011m7,.7712057
2011m8,.639801
2011m9,.8471886
2011m10,1.176883
2011m11,1.530459
2011m12,1.741975
2012m1,1.646366
2012m2,1.447506
2012m3,1.209641
2012m4,.8820109
2012m5,.7722917
2012m6,.5702758
2012m7,.530034
2012m8,.6902733
2012m9,.6768564
2012m10,.3848616
2012m11,-.1048868
2012m12,-.4512121
2013m1,-.4436456
2013m2,-.2276726
2013m3,-.1190291
2013m4,-.1190549
2013m5,-.1746623
2013m6,-.2657127
2013m7,-.2335
2013m8,-.2120228
2013m9,-.2766892
2013m10,-.3801984
2013m11,-.5483599
2013m12,-.8801861
2014m1,-1.062661
2014m2,-1.061607
2014m3,-.9952915
2014m4,-.8689935
2014m5,-.6674262
2014m6,-.4544487
2014m7,-.417315
2014m8,-.4381648
2014m9,-.4303574
2014m10,-.4627687
2014m11,-.5813334
2014m12,-.6268157
2015m1,-.5358176
2015m2,-.3695595
2015m3,-.3847222
2015m4,-.6004278
2015m5,-.9891664
2015m6,-1.144842
2015m7,-1.005806
2015m8,-.8838571
2015m9,-.8950167
2015m10,-.9691589
2015m11,-1.132154
2015m12,-1.362877
2016m1,-1.255087
2016m2,-1.017339
2016m3,-.4042999
2016m4,.7416524
