date,swb_respect
2011m1,1.227486
2011m2,.7818546
2011m3,.2950687
2011m4,-.0564153
2011m5,.0540609
2011m6,-.1131782
2011m7,-.4897501
2011m8,-.4969453
2011m9,-.4372652
2011m10,-.3043885
2011m11,-.0856896
2011m12,-.1736798
2012m1,-.4588508
2012m2,-.7558269
2012m3,-1.082872
2012m4,-1.150902
2012m5,-1.007285
2012m6,-.7391881
2012m7,-.1521017
2012m8,-.2385948
2012m9,-.4680211
2012m10,-.0147243
2012m11,.6381862
2012m12,1.109318
2013m1,.754175
2013m2,.447156
2013m3,.2601962
2013m4,-.2249672
2013m5,-.8039307
2013m6,-1.01845
2013m7,-.9972051
2013m8,-.6978467
2013m9,-.3380158
2013m10,.1351308
2013m11,.7235039
2013m12,1.106811
2014m1,1.419414
2014m2,1.213337
2014m3,.5512978
2014m4,.1801883
2014m5,.222734
2014m6,-.0234234
2014m7,-.5181011
2014m8,-.5924333
2014m9,-.3647839
2014m10,.1129224
2014m11,.2014805
2014m12,.2263914
2015m1,-.0464202
2015m2,-.3191578
2015m3,-.2908216
2015m4,-.2842456
2015m5,-.7539306
2015m6,-1.050113
2015m7,-.8854231
2015m8,-.8058851
2015m9,-.5908676
2015m10,.014689
2015m11,.5905191
2015m12,1.0305
2016m1,.7363426
2016m2,.2313692
2016m3,-.3149369
2016m4,-.9410493
