date,cat_personal_security
2008m1,-.2153284
2008m2,-.2995759
2008m3,-.4153816
2008m4,-.5442156
2008m5,-.8349012
2008m6,-1.019065
2008m7,-1.097118
2008m8,-.958886
2008m9,-.5053168
2008m10,-.0141318
2008m11,.4436978
2008m12,.5590762
2009m1,.5937129
2009m2,.7458334
2009m3,.6878509
2009m4,.4786403
2009m5,.1197553
2009m6,-.2232805
2009m7,-.3427753
2009m8,-.2437758
2009m9,.0677666
2009m10,.4018905
2009m11,.5648637
2009m12,.3450122
2010m1,.1639619
2010m2,.132484
2010m3,.2011618
2010m4,.2253463
2010m5,-.0770473
2010m6,-.5502387
2010m7,-.9965386
2010m8,-1.18109
2010m9,-1.069454
2010m10,-.8980914
2010m11,-.7806635
2010m12,-.6737018
2011m1,-.5642008
2011m2,-.58494
2011m3,-.6720697
2011m4,-.7308577
2011m5,-.8899927
2011m6,-1.076291
2011m7,-1.072437
2011m8,-.9190032
2011m9,-.6409928
2011m10,-.5049088
2011m11,-.4383294
2011m12,-.4488154
2012m1,-.4196553
2012m2,-.4172658
2012m3,-.4248503
2012m4,-.4889076
2012m5,-.5105947
2012m6,-.3668887
2012m7,-.1228922
2012m8,-.3159936
2012m9,-.3928579
2012m10,-.0173104
2012m11,1.154401
2012m12,2.791195
2013m1,3.054675
2013m2,2.068142
2013m3,1.238886
2013m4,.8911852
2013m5,.263274
2013m6,-.2799614
2013m7,-.4624574
2013m8,-.5201297
2013m9,-.4943054
2013m10,-.4541938
2013m11,-.3763974
2013m12,-.3233084
2014m1,-.2136459
2014m2,-.1084993
2014m3,-.0637518
2014m4,.0101115
2014m5,-.0592483
2014m6,-.1500964
2014m7,-.0785168
2014m8,.0506175
2014m9,.195714
2014m10,.2460262
2014m11,.2836292
2014m12,.3227372
2015m1,.2939121
2015m2,.1575736
2015m3,.0846663
2015m4,.1022004
2015m5,.1174713
2015m6,.0932609
2015m7,-.0055663
2015m8,.0093333
2015m9,.3831621
2015m10,1.206075
2015m11,2.080874
2015m12,2.243029
2016m1,1.622096
2016m2,.8671827
2016m3,.4905532
2016m4,.4976725
